DocType: Accounting Period,Period Name,期间名称
DocType: Clinical Procedure Template,Sample Collection,样品收集
,Requested Items To Be Ordered,已申请待采购物料
DocType: Price List,Price List Name,价格列表名称
DocType: Delivery Stop,Dispatch Information,发货信息
apps/erpnext/erpnext/regional/india/utils.py,e-Way Bill JSON can only be generated from submitted document,e-Way Bill JSON只能从提交的文档中生成
DocType: Blanket Order,Manufacturing,生产
,Ordered Items To Be Delivered,已订货未交付物料
DocType: Account,Income,收益
DocType: Industry Type,Industry Type,行业类型
apps/erpnext/erpnext/templates/includes/cart.js,Something went wrong!,发生错误！
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,Warning: Leave application contains following block dates,警告：申请的假期含有以下的禁离日
DocType: Bank Statement Settings,Transaction Data Mapping,交易数据映射
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py,Sales Invoice {0} has already been submitted,销售费用清单{0}已提交过
DocType: Salary Component,Is Tax Applicable,是应纳税所得？
DocType: Supplier Scorecard Scoring Criteria,Score,得分了
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py,Fiscal Year {0} does not exist,会计年度{0}不存在
DocType: Asset Maintenance Log,Completion Date,完成日期
DocType: Purchase Invoice Item,Amount (Company Currency),金额（公司货币）
DocType: Program,Is Featured,精选
apps/erpnext/erpnext/manufacturing/page/bom_comparison_tool/bom_comparison_tool.js,Fetching...,正在获取...
DocType: Agriculture Analysis Criteria,Agriculture User,农业用户
apps/erpnext/erpnext/selling/doctype/quotation/quotation.py,Valid till date cannot be before transaction date,有效期至日期不得在交易日之前
apps/erpnext/erpnext/stock/stock_ledger.py,{0} units of {1} needed in {2} on {3} {4} for {5} to complete this transaction.,{0} {1}在需要{2}在{3} {4}：{5}来完成这一交易单位。
DocType: Fee Schedule,Student Category,学生组
DocType: Announcement,Student,学生
apps/erpnext/erpnext/healthcare/doctype/clinical_procedure/clinical_procedure.js,Stock quantity to start procedure is not available in the warehouse. Do you want to record a Stock Transfer,仓库中不提供开始操作的库存数量。你想记录股票转移吗？
apps/erpnext/erpnext/accounts/doctype/promotional_scheme/promotional_scheme.py,New {0} pricing rules are created,创建新的{0}定价规则
DocType: Shipping Rule,Shipping Rule Type,运输规则类型
apps/erpnext/erpnext/utilities/user_progress.py,Go to Rooms,转到房间
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.js,"Company, Payment Account, From Date and To Date is mandatory",公司，付款科目，开始日期和截止日期字段都是必填的
DocType: Company,Budget Detail,预算信息
apps/erpnext/erpnext/selling/doctype/sms_center/sms_center.py,Please enter message before sending,在发送前，请填写留言
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py,Setting up company,建立公司
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,"Of the supplies shown in 3.1 (a) above, details of inter-State supplies made to unregisterd
	persons, composition taxable persons and UIN holders",上文3.1（a）所示供应品中，向未注册人，构成应税人和UIN持有人提供的国家间供应详情
DocType: Education Settings,Enable LMS,启用LMS
DocType: Purchase Invoice,DUPLICATE FOR SUPPLIER,供应商副本
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.js,Please save the report again to rebuild or update,请再次保存报告以重建或更新
DocType: Service Level Agreement,Response and Resolution Time,响应和解决时间
DocType: Asset,Custodian,保管人
apps/erpnext/erpnext/config/retail.py,Point-of-Sale Profile,POS配置
apps/erpnext/erpnext/agriculture/doctype/soil_texture/soil_texture.py,{0} should be a value between 0 and 100,{0}应该是0到100之间的一个值
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.py,Payment of {0} from {1} to {2},从{1}到{2}的{0}付款
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,Inward supplies liable to reverse charge (other than 1 & 2 above),内向物品可能反向充电（上述1和2除外）
apps/erpnext/erpnext/buying/report/procurement_tracker/procurement_tracker.py,Purchase Order Amount(Company Currency),采购订单金额（公司货币）
DocType: Chart of Accounts Importer,Import Chart of Accounts from a csv file,从csv文件导入科目表
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Unsecured Loans,无担保贷款
DocType: Cost Center,Cost Center Name,成本中心名称
DocType: Student,B+,B +
DocType: HR Settings,Max working hours against Timesheet,工时单允许最长工作时间
DocType: Shift Type,Strictly based on Log Type in Employee Checkin,严格基于员工签入中的日志类型
DocType: Maintenance Schedule Detail,Scheduled Date,计划日期
DocType: SMS Center,Messages greater than 160 characters will be split into multiple messages,大于160个字符的消息将被分割为多条消息
DocType: Purchase Receipt Item,Received and Accepted,收到并接受
,GST Itemised Sales Register,消费税商品销售登记册
DocType: Staffing Plan,Staffing Plan Details,人员配置计划信息
DocType: Soil Texture,Silt Loam,淤泥粘土
,Serial No Service Contract Expiry,序列号/年度保养合同过期
DocType: Employee Health Insurance,Employee Health Insurance,员工医保
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,You cannot credit and debit same account at the same time,你不能同时借机和贷记同一账户。
DocType: Vital Signs,Adults' pulse rate is anywhere between 50 and 80 beats per minute.,成年人的脉率在每分钟50到80次之间。
DocType: Naming Series,Help HTML,HTML帮助
DocType: Student Group Creation Tool,Student Group Creation Tool,学生组创建工具
DocType: Item,Variant Based On,变量基于
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.py,Total weightage assigned should be 100%. It is {0},分配的总权重应为100 ％ 。这是{0}
DocType: Loyalty Point Entry,Loyalty Program Tier,忠诚度计划层级
apps/erpnext/erpnext/utilities/user_progress.py,Your Suppliers,您的供应商
apps/erpnext/erpnext/selling/doctype/quotation/quotation.py,Cannot set as Lost as Sales Order is made.,已有销售订单的情况下，不能更改状态为遗失。
DocType: Request for Quotation Item,Supplier Part No,供应商部件号
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Reason for hold: ,暂停原因：
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Cannot deduct when category is for 'Valuation' or 'Vaulation and Total',当类是“估值”或“Vaulation和总&#39;不能扣除
apps/erpnext/erpnext/public/js/hub/components/reviews.js,Anonymous,匿名
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,Received From,从......收到
DocType: Lead,Converted,已转换
DocType: Item,Has Serial No,有序列号
DocType: Stock Entry Detail,PO Supplied Item,PO提供的物品
DocType: Employee,Date of Issue,签发日期
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,"As per the Buying Settings if Purchase Reciept Required == 'YES', then for creating Purchase Invoice, user need to create Purchase Receipt first for item {0}",根据采购设置，如果需要采购记录==“是”，则为了创建采购费用清单，用户需要首先为项目{0}创建采购凭证
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Row #{0}: Set Supplier for item {1},行＃{0}：设置供应商项目{1}
DocType: Global Defaults,Default Distance Unit,默认距离单位
apps/erpnext/erpnext/projects/doctype/timesheet/timesheet.py,Row {0}: Hours value must be greater than zero.,行{0}：小时值必须大于零。
apps/erpnext/erpnext/stock/doctype/item/item.py,Website Image {0} attached to Item {1} cannot be found,网站图像{0}附加到物料{1}无法找到
DocType: Asset,Assets,资产
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Computer,电脑
DocType: Item,List this Item in multiple groups on the website.,在网站上的多个组中显示此物料
DocType: Subscription,Current Invoice End Date,当前费用清单结束日期
DocType: Payment Term,Due Date Based On,到期日基于
apps/erpnext/erpnext/healthcare/doctype/patient/patient.py,Please set default customer group and territory in Selling Settings,请在“销售设置”中设置默认客户组和地域
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,{0} {1} does not exist,{0} {1}不存在
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Please check Multi Currency option to allow accounts with other currency,请选择多币种选项以允许账户有其他货币
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py,Item: {0} does not exist in the system,项目{0}不存在
apps/erpnext/erpnext/accounts/doctype/account/account.py,You are not authorized to set Frozen value,您没有权限设定冻结值
DocType: Payment Reconciliation,Get Unreconciled Entries,获取未对帐/结清分录
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py,Employee {0} is on Leave on {1},员工{0}暂停{1}
apps/erpnext/erpnext/hr/doctype/loan/loan.py,No repayments selected for Journal Entry,没有为日志输入选择二次付款
DocType: Purchase Invoice,GST Category,消费税类别
DocType: Payment Reconciliation,From Invoice Date,从费用清单日期
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year_dashboard.py,Budgets,预算
DocType: Invoice Discounting,Disbursed,支付
DocType: Healthcare Settings,Laboratory Settings,实验室设置
DocType: Clinical Procedure,Service Unit,服务单位
apps/erpnext/erpnext/buying/report/quoted_item_comparison/quoted_item_comparison.js,Successfully Set Supplier,成功设置供应商
DocType: Leave Encashment,Leave Encashment,休假折现
apps/erpnext/erpnext/public/js/setup_wizard.js,What does it do?,贵公司的做什么
apps/erpnext/erpnext/agriculture/doctype/crop_cycle/crop_cycle.py,Tasks have been created for managing the {0} disease (on row {1}),为管理{0}疾病创建了任务（在第{1}行）
DocType: Crop,Byproducts,副产品
apps/erpnext/erpnext/stock/doctype/batch/batch.js,To Warehouse,到仓库
apps/erpnext/erpnext/education/doctype/student_admission/student_admission.py,All Student Admissions,所有学生入学
,Average Commission Rate,平均佣金率
DocType: Share Balance,No of Shares,股份数目
DocType: Taxable Salary Slab,To Amount,金额(止)
apps/erpnext/erpnext/stock/doctype/item/item.py,'Has Serial No' can not be 'Yes' for non-stock item,不能为非库存物料勾选'是否有序列号'
apps/erpnext/erpnext/healthcare/page/appointment_analytic/appointment_analytic.js,Select Status,选择状态
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py,Attendance can not be marked for future dates,考勤不能选未来的日期
DocType: Support Search Source,Post Description Key,发布说明密钥
DocType: Pricing Rule,Pricing Rule Help,定价规则说明
DocType: School House,House Name,房名
DocType: Fee Schedule,Total Amount per Student,每个学生的总金额
DocType: Opportunity,Sales Stage,销售阶段
apps/erpnext/erpnext/stock/report/delayed_item_report/delayed_item_report.py,Customer PO,客户PO
DocType: Purchase Taxes and Charges,Account Head,帐号头
DocType: Company,HRA Component,HRA组件
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Electrical,电气
apps/erpnext/erpnext/utilities/activation.py,Add the rest of your organization as your users. You can also add invite Customers to your portal by adding them from Contacts,添加您的组织的其余部分用户。您还可以添加邀请客户到您的门户网站通过从联系人中添加它们
DocType: Stock Entry,Total Value Difference (Out - In),总价值差（输出 - ）
DocType: Employee Checkin,Location / Device ID,位置/设备ID
DocType: Grant Application,Requested Amount,请求金额
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Row {0}: Exchange Rate is mandatory,行{0}：汇率是必须的
DocType: Invoice Discounting,Bank Charges Account,银行手续费账户
apps/erpnext/erpnext/setup/doctype/sales_person/sales_person.py,User ID not set for Employee {0},员工设置{0}为设置用户ID
DocType: Vehicle,Vehicle Value,汽车价值
DocType: Crop Cycle,Detected Diseases,检测到的疾病
DocType: Stock Entry,Default Source Warehouse,默认源仓库
DocType: Item,Customer Code,客户代码
DocType: Bank,Data Import Configuration,数据导入配置
DocType: Asset Maintenance Task,Last Completion Date,最后完成日期
apps/erpnext/erpnext/accounts/report/inactive_sales_items/inactive_sales_items.js,Days Since Last Order,自上次订购天数
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Debit To account must be a Balance Sheet account,借记科目必须是资产负债表科目
DocType: Asset,Naming Series,名录
DocType: Vital Signs,Coated,有涂层的
apps/erpnext/erpnext/assets/doctype/asset/asset.py,Row {0}: Expected Value After Useful Life must be less than Gross Purchase Amount,行{0}：使用寿命后的预期值必须小于总采购额
apps/erpnext/erpnext/regional/italy/utils.py,Please set {0} for address {1},请为地址{1}设置{0}
DocType: GoCardless Settings,GoCardless Settings,GoCardless设置
apps/erpnext/erpnext/controllers/stock_controller.py,Create Quality Inspection for Item {0},为项目{0}创建质量检验
DocType: Leave Block List,Leave Block List Name,禁离日列表名称
DocType: Certified Consultant,Certification Validity,认证有效性
apps/erpnext/erpnext/hr/doctype/vehicle/vehicle.py,Insurance Start date should be less than Insurance End date,保险开始日期应小于保险终止日期
DocType: Support Settings,Service Level Agreements,服务等级协定
DocType: Shopping Cart Settings,Display Settings,显示设置
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Stock Assets,库存资产
DocType: Restaurant,Active Menu,活动菜单
DocType: Accounting Dimension Detail,Default Dimension,默认尺寸
DocType: Target Detail,Target Qty,目标数量
apps/erpnext/erpnext/hr/doctype/loan/loan.py,Against Loan: {0},针对的贷款：{0}
DocType: Shopping Cart Settings,Checkout Settings,结帐设置
DocType: Student Attendance,Present,出勤
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.py,Delivery Note {0} must not be submitted,销售出货单{0}不应该被提交
DocType: HR Settings,"The salary slip emailed to the employee will be password protected, the password will be generated based on the password policy.",通过电子邮件发送给员工的工资单将受密码保护，密码将根据密码策略生成。
apps/erpnext/erpnext/accounts/doctype/period_closing_voucher/period_closing_voucher.py,Closing Account {0} must be of type Liability / Equity,关闭科目{0}的类型必须是负债/权益
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Salary Slip of employee {0} already created for time sheet {1},工时单{1}的员工{0}工资单已创建
DocType: Vehicle Log,Odometer,里程表
DocType: Production Plan Item,Ordered Qty,订单数量
apps/erpnext/erpnext/stock/doctype/item/item.py,Item {0} is disabled,物料{0}已被禁用
DocType: Stock Settings,Stock Frozen Upto,库存冻结止
apps/erpnext/erpnext/stock/doctype/material_request/material_request.js,BOM does not contain any stock item,物料清单不包含任何库存物料
DocType: Chapter,Chapter Head,章节开头
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,Search for a payment,搜索付款
DocType: Payment Term,Month(s) after the end of the invoice month,费用清单月份结束后的月份
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py,Salary Structure should have flexible benefit component(s) to dispense benefit amount,薪资结构应该有灵活的福利组成来分配福利金额
apps/erpnext/erpnext/config/projects.py,Project activity / task.,项目活动/任务。
DocType: Vital Signs,Very Coated,涂层很厚
DocType: Salary Component,Only Tax Impact (Cannot Claim But Part of Taxable Income),只影响计税起征点（不能从起征点内扣除）
DocType: Vehicle Log,Refuelling Details,加油信息
apps/erpnext/erpnext/agriculture/doctype/water_analysis/water_analysis.py,Lab result datetime cannot be before testing datetime,实验结果日期时间不能在测试日期时间之前
DocType: Delivery Trip,Use Google Maps Direction API to optimize route,使用Google Maps Direction API优化路线
DocType: POS Profile,Allow user to edit Discount,允许用户编辑折扣
apps/erpnext/erpnext/stock/doctype/delivery_trip/delivery_trip.js,Get customers from,从...获取客户
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,As per rules 42 & 43 of CGST Rules,根据CGST规则第42和43条
DocType: Purchase Invoice Item,Include Exploded Items,包含爆炸物料
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py,"Buying must be checked, if Applicable For is selected as {0}",“适用于”为{0}时必须勾选“采购”
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py,Discount must be less than 100,折扣必须小于100
apps/erpnext/erpnext/support/doctype/service_level/service_level.py,"Start Time can't be greater than or equal to End Time \
					for {0}.",对于{0}，开始时间不能大于或等于结束时间\。
DocType: Shipping Rule,Restrict to Countries,限制到国家
DocType: Shift Type,Alternating entries as IN and OUT during the same shift,在同一班次期间交替输入IN和OUT
DocType: Shopify Settings,Shared secret,共享秘密
DocType: Amazon MWS Settings,Synch Taxes and Charges,同步税和费用
DocType: Purchase Invoice,Write Off Amount (Company Currency),销帐金额（公司货币）
DocType: Sales Invoice Timesheet,Billing Hours,计入账单的小时
DocType: Project,Total Sales Amount (via Sales Order),总销售额（通过销售订单）
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.py,Default BOM for {0} not found,默认BOM {0}未找到
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year.py,Fiscal Year Start Date should be one year earlier than Fiscal Year End Date,会计年度开始日期应比会计年度结束日期提前一年
apps/erpnext/erpnext/stock/doctype/item/item.py,Row #{0}: Please set reorder quantity,行＃{0}：请设置再订购数量
apps/erpnext/erpnext/public/js/pos/pos.html,Tap items to add them here,点击项目将其添加到此处
DocType: Course Enrollment,Program Enrollment,招生计划
apps/erpnext/erpnext/controllers/item_variant.py,Rename Not Allowed,重命名不允许
DocType: Share Transfer,To Folio No,对开本No
DocType: Landed Cost Voucher,Landed Cost Voucher,到岸成本凭证
apps/erpnext/erpnext/config/accounting.py,Tax Category for overriding tax rates.,最高税率的税收类别。
apps/erpnext/erpnext/public/js/queries.js,Please set {0},请设置{0}
apps/erpnext/erpnext/education/doctype/student_group/student_group.py,{0} - {1} is inactive student,{0}  -  {1}是非活动学生
apps/erpnext/erpnext/education/doctype/student_group/student_group.py,{0} - {1} is inactive student,{0}  -  {1}是非活跃学生
DocType: Employee,Health Details,健康信息
DocType: Coupon Code,Coupon Type,优惠券类型
DocType: Leave Encashment,Encashable days,可折现天数
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py,To create a Payment Request reference document is required,必须生成一个付款申请参考文档
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py,To create a Payment Request reference document is required,必须生成一个付款申请参考文档
DocType: Soil Texture,Sandy Clay,桑迪粘土
DocType: Grant Application,Assessment  Manager,评估经理
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,Allocate Payment Amount,分配付款金额
DocType: Subscription Plan,Subscription Plan,订阅计划
DocType: Employee External Work History,Salary,工资
DocType: Serial No,Delivery Document Type,交货文档类型
DocType: Sales Order,Partly Delivered,部分交付
DocType: Item Variant Settings,Do not update variants on save,不要在保存时更新变体
DocType: Email Digest,Receivables,应收款
DocType: Lead Source,Lead Source,线索来源
DocType: Customer,Additional information regarding the customer.,该客户的其他信息。
DocType: Quality Inspection Reading,Reading 5,检验结果5
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,"{0} {1} is associated with {2}, but Party Account is {3}",{0} {1}与{2}相关联，但业务伙伴科目为{3}
DocType: Bank Statement Settings Item,Bank Header,银行标题
apps/erpnext/erpnext/healthcare/doctype/sample_collection/sample_collection.js,View Lab Tests,查看实验室测试
DocType: Hub Users,Hub Users,集线器用户
DocType: Purchase Invoice,Y,Y
DocType: Maintenance Visit,Maintenance Date,维护日期
DocType: Purchase Invoice Item,Rejected Serial No,拒收序列号
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year.py,Year start date or end date is overlapping with {0}. To avoid please set company,新财年开始或结束日期与{0}重叠。请在公司主数据中设置
apps/erpnext/erpnext/selling/doctype/customer/customer.py,Please mention the Lead Name in Lead {0},请提及潜在客户名称{0}
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py,Start date should be less than end date for Item {0},物料{0}的开始日期必须小于结束日期
DocType: Shift Type,Auto Attendance Settings,自动出勤设置
DocType: Item,"Example: ABCD.#####
If series is set and Serial No is not mentioned in transactions, then automatic serial number will be created based on this series. If you always want to explicitly mention Serial Nos for this item. leave this blank.","例如：ABCD ##### 
如果设置了序列但是没有在交易中输入序列号，那么系统会根据序列自动生产序列号。如果要强制手动输入序列号，请不要勾选此项。"
DocType: Upload Attendance,Upload Attendance,上传考勤记录
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.js,BOM and Manufacturing Quantity are required,物料清单和生产量是必需的
apps/erpnext/erpnext/accounts/report/accounts_payable/accounts_payable.js,Ageing Range 2,账龄范围2
DocType: SG Creation Tool Course,Max Strength,最大力量
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py,Installing presets,安装预置
DocType: Fee Schedule,EDU-FSH-.YYYY.-,EDU-FSH-.YYYY.-
apps/erpnext/erpnext/stock/doctype/delivery_trip/delivery_trip.js,No Delivery Note selected for Customer {},没有为客户{}选择销售出货单
apps/erpnext/erpnext/manufacturing/page/bom_comparison_tool/bom_comparison_tool.js,Rows Added in {0},{0}中添加的行数
apps/erpnext/erpnext/hr/doctype/employee_benefit_claim/employee_benefit_claim.py,Employee {0} has no maximum benefit amount,员工{0}没有最大福利金额
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js,Select Items based on Delivery Date,根据交货日期选择物料
DocType: Grant Application,Has any past Grant Record,有过去的赠款记录吗？
,Sales Analytics,销售分析
apps/erpnext/erpnext/stock/dashboard/item_dashboard.js,Available {0},可用{0}
,Prospects Engaged But Not Converted,展望未成熟
,Prospects Engaged But Not Converted,有接洽但未转化
DocType: Manufacturing Settings,Manufacturing Settings,生产设置
DocType: Quality Feedback Template Parameter,Quality Feedback Template Parameter,质量反馈模板参数
apps/erpnext/erpnext/config/settings.py,Setting up Email,设置电子邮件
apps/erpnext/erpnext/education/report/student_and_guardian_contact_details/student_and_guardian_contact_details.py,Guardian1 Mobile No,Guardian1手机号码
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,Please enter default currency in Company Master,请在公司设置中维护默认货币
DocType: Stock Entry Detail,Stock Entry Detail,手工库存移动信息
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.py,Daily Reminders,每日提醒
apps/erpnext/erpnext/templates/pages/help.html,See all open tickets,查看所有打开的门票
DocType: Brand,Brand Defaults,品牌默认值
apps/erpnext/erpnext/healthcare/doctype/healthcare_service_unit/healthcare_service_unit.js,Healthcare Service Unit Tree,医疗服务单位树
DocType: Pricing Rule,Product,产品
DocType: Products Settings,Home Page is Products,首页是产品
,Asset Depreciation Ledger,资产折旧总帐
DocType: Salary Structure,Leave Encashment Amount Per Day,休假单日折现金额
DocType: Loyalty Program Collection,For how much spent = 1 Loyalty Point,花费多少= 1忠诚点
apps/erpnext/erpnext/accounts/doctype/tax_rule/tax_rule.py,Tax Rule Conflicts with {0},税收规则与{0}冲突
apps/erpnext/erpnext/accounts/doctype/account/account_tree.js,New Account Name,新建科目名称
DocType: Purchase Invoice Item,Raw Materials Supplied Cost,已提供的原材料成本
DocType: Selling Settings,Settings for Selling Module,销售模块的设置
DocType: Hotel Room Reservation,Hotel Room Reservation,酒店房间预订
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Customer Service,顾客服务
DocType: BOM,Thumbnail,缩略图
apps/erpnext/erpnext/stock/doctype/delivery_trip/delivery_trip.py,No contacts with email IDs found.,找不到与电子邮件ID的联系人。
DocType: Item Customer Detail,Item Customer Detail,物料客户信息
apps/erpnext/erpnext/hr/doctype/employee_benefit_claim/employee_benefit_claim.py,Maximum benefit amount of employee {0} exceeds {1},员工{0}的最高福利金额超过{1}
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py,Total allocated leaves are more than days in the period,总已分配休假天数大于此期间天数
DocType: Linked Soil Analysis,Linked Soil Analysis,连接的土壤分析
DocType: Pricing Rule,Percentage,百分比
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py,Item {0} must be a stock Item,物料{0}必须是库存物料
DocType: Manufacturing Settings,Default Work In Progress Warehouse,默认运行中的仓库
apps/erpnext/erpnext/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,"Schedules for {0} overlaps, do you want to proceed after skiping overlaped slots ?",{0}计划任务重叠，是否要在滑动重叠的插槽后继续？
apps/erpnext/erpnext/hr/doctype/leave_period/leave_period.js,Grant Leaves,准予假期
DocType: Restaurant,Default Tax Template,默认税收模板
apps/erpnext/erpnext/education/doctype/program_enrollment_tool/program_enrollment_tool.py,{0} Students have been enrolled,{0}学生已被注册
DocType: Fees,Student Details,学生细节
DocType: Woocommerce Settings,"This is the default UOM used for items and Sales orders. The fallback UOM is ""Nos"".",这是用于商品和销售订单的默认UOM。后备UOM是“不”。
DocType: Purchase Invoice Item,Stock Qty,库存数量
DocType: Purchase Invoice Item,Stock Qty,库存数量
apps/erpnext/erpnext/public/js/hub/components/ReviewArea.vue,Ctrl+Enter to submit,按Ctrl + Enter提交
DocType: Contract,Requires Fulfilment,需要履行
DocType: QuickBooks Migrator,Default Shipping Account,默认运输帐户
DocType: Loan,Repayment Period in Months,在月还款期
apps/erpnext/erpnext/templates/includes/footer/footer_extension.html,Error: Not a valid id?,错误：没有有效的身份证？
DocType: Naming Series,Update Series Number,更新序列号
DocType: Account,Equity,权益
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py,{0} {1}: 'Profit and Loss' type account {2} not allowed in Opening Entry,{0} {1}：“损益”科目类型{2}不允许开帐凭证
DocType: Job Offer,Printing Details,打印设置
DocType: Task,Closing Date,结算日期
DocType: Sales Order Item,Produced Quantity,生产的产品数量
DocType: Item Price,Quantity  that must be bought or sold per UOM,每个UOM必须购买或出售的数量
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Engineer,工程师
DocType: Promotional Scheme Price Discount,Max Amount,最大金额
DocType: Journal Entry,Total Amount Currency,总金额币种
DocType: Pricing Rule,Min Amt,Min Amt
DocType: Item,Is Customer Provided Item,客户提供物品
apps/erpnext/erpnext/stock/report/bom_search/bom_search.js,Search Sub Assemblies,搜索子组件
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,Item Code required at Row No {0},行{0}中的物料代码是必须项
DocType: GST Account,SGST Account,SGST账户
apps/erpnext/erpnext/utilities/user_progress.py,Go to Items,转到物料主数据
DocType: Sales Partner,Partner Type,合作伙伴类型
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py,Actual,实际数据
DocType: Restaurant Menu,Restaurant Manager,餐厅经理
DocType: Call Log,Call Log,通话记录
DocType: Authorization Rule,Customerwise Discount,客户折扣
apps/erpnext/erpnext/config/projects.py,Timesheet for tasks.,任务方面的时间表。
DocType: Purchase Invoice,Against Expense Account,针对的费用账目
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py,Installation Note {0} has already been submitted,安装单{0}已经提交了
DocType: BOM,Raw Material Cost (Company Currency),原材料成本（公司货币）
apps/erpnext/erpnext/regional/india/utils.py,House rent paid days overlapping with {0},房屋租金支付天数与{0}重叠
DocType: GSTR 3B Report,October,十月
DocType: Bank Reconciliation,Get Payment Entries,获取付款项
DocType: Quotation Item,Against Docname,针对的文档名称
DocType: SMS Center,All Employee (Active),所有员工（活动）
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,Detailed Reason,详细原因
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.js,View Now,立即查看
DocType: BOM,Raw Material Cost,原材料成本
DocType: Woocommerce Settings,Woocommerce Server URL,Woocommerce服务器URL
DocType: Item Reorder,Re-Order Level,重订货水平
DocType: Additional Salary,Deduct Full Tax on Selected Payroll Date,在选定的工资日期扣除全额税
DocType: Shopify Tax Account,Shopify Tax/Shipping Title,Shopify税/运输标题
apps/erpnext/erpnext/projects/doctype/project/project.js,Gantt Chart,甘特图
DocType: Crop Cycle,Cycle Type,循环类型
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Part-time,兼任
DocType: Employee,Applicable Holiday List,适用于该员工的假期列表
DocType: Employee,Cheque,支票
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,Synchronize this account,同步此帐户
DocType: Training Event,Employee Emails,员工电子邮件
apps/erpnext/erpnext/setup/doctype/naming_series/naming_series.py,Series Updated,系列已更新
apps/erpnext/erpnext/accounts/doctype/account/account.py,Report Type is mandatory,报表类型必填
DocType: Item,Serial Number Series,序列号系列
,Sales Partner Transaction Summary,销售合作伙伴交易摘要
