DocType: Accounting Period,Period Name,ชื่อช่วงเวลา
DocType: Batch,Source Document Type,ประเภทเอกสารต้นทาง
DocType: Batch,Source Document Type,ประเภทเอกสารต้นทาง
apps/erpnext/erpnext/education/doctype/course_scheduling_tool/course_scheduling_tool.js,Following course schedules were created,สร้างตารางเวลาหลักสูตรขึ้นแล้ว
DocType: Employee Onboarding,Employee Onboarding,พนักงานที่กำลังเข้าร่วม
DocType: Journal Entry,Total Debit,เดบิตรวม
DocType: Travel Request Costing,Sponsored Amount,จำนวนเงินที่ได้รับการสนับสนุน
DocType: Manufacturing Settings,Default Finished Goods Warehouse,เริ่มต้นโกดังสินค้าสำเร็จรูป
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.js,Please select Patient,โปรดเลือกผู้ป่วย
apps/erpnext/erpnext/accounts/report/gross_profit/gross_profit.py,Sales Person,พนักงานขาย
DocType: Hotel Room Package,Amenities,สิ่งอำนวยความสะดวก
DocType: Accounts Settings,Automatically Fetch Payment Terms,ดึงข้อมูลเงื่อนไขการชำระเงินอัตโนมัติ
DocType: QuickBooks Migrator,Undeposited Funds Account,บัญชีกองทุนสำรองเลี้ยงชีพ
DocType: Coupon Code,Uses,การใช้ประโยชน์
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py,Multiple default mode of payment is not allowed,โหมดการชำระเงินเริ่มต้นหลายรูปแบบไม่ได้รับอนุญาต
DocType: Sales Invoice,Loyalty Points Redemption,แลกคะแนนความภักดี
,Appointment Analytics,การแต่งตั้ง Analytics
DocType: Lead,Blog Subscriber,สมาชิกบล็อก
DocType: Guardian,Alternate Number,หมายเลขอื่น
DocType: Assessment Plan Criteria,Maximum Score,คะแนนสูงสุด
apps/erpnext/erpnext/config/settings.py,Create rules to restrict transactions based on values.,สร้างกฎ เพื่อ จำกัด การ ทำธุรกรรม ตามค่า
DocType: Cash Flow Mapping Accounts,Cash Flow Mapping Accounts,บัญชีการทำแผนที่การไหลของกระแสเงินสด
apps/erpnext/erpnext/education/report/student_and_guardian_contact_details/student_and_guardian_contact_details.py, Group Roll No,หมายเลขกลุ่ม
DocType: Quality Goal,Revision and Revised On,แก้ไขและปรับปรุง
DocType: Batch,Manufacturing Date,วันผลิต
apps/erpnext/erpnext/education/doctype/fee_schedule/fee_schedule_list.js,Fee Creation Failed,การสร้างค่าธรรมเนียมล้มเหลว
DocType: Opening Invoice Creation Tool,Create Missing Party,สร้างปาร์ตี้ที่หายไป
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py,Total Budget,งบประมาณรวม
DocType: Student Group Creation Tool,Leave blank if you make students groups per year,เว้นว่างไว้ถ้าคุณทำกลุ่มนักเรียนต่อปี
DocType: Student Group Creation Tool,Leave blank if you make students groups per year,เว้นว่างไว้ถ้าคุณทำกลุ่มนักเรียนต่อปี
DocType: HR Settings,"If checked, Total no. of Working Days will include holidays, and this will reduce the value of Salary Per Day",ถ้าการตรวจสอบรวมกัน ของวันทําการจะรวมถึงวันหยุดและนี้จะช่วยลดค่าของเงินเดือนที่ต้องการต่อวัน
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py,Failed to add Domain,ไม่สามารถเพิ่มโดเมน
apps/erpnext/erpnext/controllers/status_updater.py,"To allow over receipt / delivery, update ""Over Receipt/Delivery Allowance"" in Stock Settings or the Item.",หากต้องการอนุญาตการรับ / ส่งเกินให้อัปเดต &quot;Over Receipt / Delivery Allowance&quot; ในการตั้งค่าสต็อกหรือรายการ
apps/erpnext/erpnext/erpnext_integrations/doctype/woocommerce_settings/woocommerce_settings.js,"Apps using current key won't be able to access, are you sure?",แอปที่ใช้คีย์ปัจจุบันจะไม่สามารถเข้าถึงได้คุณแน่ใจหรือ?
DocType: Subscription Settings,Prorate,แบ่งสันปันส่วน
DocType: Purchase Invoice,Total Advance,ล่วงหน้ารวม
apps/erpnext/erpnext/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Change Template Code,เปลี่ยนรหัสเทมเพลต
apps/erpnext/erpnext/education/doctype/academic_term/academic_term.py,The Term End Date cannot be earlier than the Term Start Date. Please correct the dates and try again.,วันที่สิ้นสุดระยะเวลาจะต้องไม่เร็วกว่าระยะเวลาวันที่เริ่มต้น โปรดแก้ไขวันและลองอีกครั้ง
apps/erpnext/erpnext/crm/report/campaign_efficiency/campaign_efficiency.py,Quot Count,นับ Quot
apps/erpnext/erpnext/crm/report/campaign_efficiency/campaign_efficiency.py,Quot Count,นับ Quot
DocType: Bank Statement Transaction Entry,Bank Statement,รายการเงินฝากถอนในบัญชีเงินฝาก
DocType: Employee Benefit Claim,Max Amount Eligible,จำนวนเงินสูงสุดที่มีสิทธิ์
,BOM Stock Report,รายงานแจ้ง BOM
DocType: Communication Medium,"If there is no assigned timeslot, then communication will be handled by this group",หากไม่มีช่วงเวลาที่กำหนดกลุ่มนี้จะจัดการการสื่อสาร
DocType: Stock Reconciliation Item,Quantity Difference,ปริมาณความแตกต่าง
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js,Supplier &gt; Supplier Type,ผู้ผลิต&gt; ประเภทผู้จำหน่าย
DocType: Opportunity Item,Basic Rate,อัตราขั้นพื้นฐาน
DocType: GL Entry,Credit Amount,จำนวนเครดิต
,Electronic Invoice Register,ลงทะเบียนใบแจ้งหนี้อิเล็กทรอนิกส์
DocType: Cheque Print Template,Signatory Position,ตำแหน่งลงนาม
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,Set as Lost,ตั้งเป็น ที่หายไป
DocType: Timesheet,Total Billable Hours,รวมเวลาที่เรียกเก็บเงิน
DocType: Subscription,Number of days that the subscriber has to pay invoices generated by this subscription,จำนวนวันที่สมาชิกต้องชำระเงินตามใบแจ้งหนี้ที่สร้างโดยการสมัครรับข้อมูลนี้
DocType: Employee Benefit Application Detail,Employee Benefit Application Detail,รายละเอียดการสมัครลูกจ้าง
apps/erpnext/erpnext/accounts/print_format/payment_receipt_voucher/payment_receipt_voucher.html,Payment Receipt Note,ใบเสร็จรับเงินการชำระเงินหมายเหตุ
apps/erpnext/erpnext/selling/doctype/customer/customer_dashboard.py,This is based on transactions against this Customer. See timeline below for details,นี้ขึ้นอยู่กับการทำธุรกรรมกับลูกค้านี้ ดูระยะเวลารายละเอียดด้านล่าง
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.js,Create Material Request,สร้างคำขอวัสดุ
apps/erpnext/erpnext/hr/doctype/employee_benefit_application/employee_benefit_application.py,"Start and end dates not in a valid Payroll Period, cannot calculate {0}",วันที่เริ่มต้นและวันที่สิ้นสุดไม่อยู่ในระยะเวลาบัญชีเงินเดือนที่ถูกต้องไม่สามารถคำนวณ {0}
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.py,Row {0}: Allocated amount {1} must be less than or equals to Payment Entry amount {2},แถว {0}: จัดสรร {1} &#39;จะต้องน้อยกว่าหรือเท่ากับจำนวนเงินที่ชำระเงินเข้า {2}
DocType: Program Enrollment Tool,New Academic Term,ระยะเวลาการศึกษาใหม่
,Course wise Assessment Report,รายงานการประเมินหลักสูตรอย่างชาญฉลาด
DocType: Customer Feedback Template,Customer Feedback Template,เทมเพลตคำติชมของลูกค้า
DocType: Purchase Invoice,Availed ITC State/UT Tax,ใช้ภาษี ITC State / UT
DocType: Tax Rule,Tax Rule,กฎภาษี
DocType: Selling Settings,Maintain Same Rate Throughout Sales Cycle,รักษาอัตราเดียวตลอดวงจรการขาย
apps/erpnext/erpnext/hub_node/api.py,Please login as another user to register on Marketplace,โปรดเข้าสู่ระบบในฐานะผู้ใช้รายอื่นเพื่อลงทะเบียนใน Marketplace
DocType: Manufacturing Settings,Plan time logs outside Workstation Working Hours.,บันทึกเวลานอกแผนเวิร์คสเตชั่ชั่วโมงทำงาน
apps/erpnext/erpnext/public/js/pos/pos.html,Customers in Queue,ลูกค้าที่อยู่ในคิว
DocType: Driver,Issuing Date,วันที่ออก
DocType: Procedure Prescription,Appointment Booked,จองนัดหมายแล้ว
DocType: Student,Nationality,สัญชาติ
apps/erpnext/erpnext/templates/generators/item/item_configure.js,Configure,กำหนดค่า
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.js,Submit this Work Order for further processing.,ส่งใบสั่งงานนี้เพื่อดำเนินการต่อ
,Items To Be Requested,รายการที่จะ ได้รับการร้องขอ
DocType: Company,Allow Account Creation Against Child Company,อนุญาตการสร้างบัญชีกับ บริษัท ย่อย
DocType: Company,Company Info,ข้อมูล บริษัท
apps/erpnext/erpnext/accounts/page/pos/pos.js,Select or add new customer,เลือกหรือเพิ่มลูกค้าใหม่
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py,Cost center is required to book an expense claim,ศูนย์ต้นทุนจะต้องสำรองการเรียกร้องค่าใช้จ่าย
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Application of Funds (Assets),การใช้ประโยชน์กองทุน (สินทรัพย์)
apps/erpnext/erpnext/hr/doctype/employee/employee_dashboard.py,This is based on the attendance of this Employee,นี้ขึ้นอยู่กับการเข้าร่วมของพนักงานนี้
DocType: Payment Request,Payment Request Type,ประเภทคำขอการชำระเงิน
apps/erpnext/erpnext/education/doctype/student_attendance_tool/student_attendance_tool.js,Mark Attendance,ทำเครื่องหมายการเข้าร่วม
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js,Debit Account,บัญชีเดบิต
DocType: Fiscal Year,Year Start Date,วันที่เริ่มต้นปี
DocType: Additional Salary,Employee Name,ชื่อของพนักงาน
DocType: Restaurant Order Entry Item,Restaurant Order Entry Item,รายการรายการสั่งซื้อของร้านอาหาร
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,{0} bank transaction(s) created and {1} errors,สร้างธุรกรรมธนาคาร {0} รายการแล้วและเกิดข้อผิดพลาด {1} รายการ
DocType: Purchase Invoice,Rounded Total (Company Currency),รวมกลม (สกุลเงิน บริษัท )
apps/erpnext/erpnext/accounts/doctype/account/account.py,Cannot covert to Group because Account Type is selected.,ไม่สามารถแอบแฝงเข้ากลุ่มเพราะประเภทบัญชีถูกเลือก
DocType: Quiz,Max Attempts,ความพยายามสูงสุด
apps/erpnext/erpnext/stock/doctype/material_request/material_request.py,{0} {1} has been modified. Please refresh.,{0} {1} ถูกแก้ไขแล้ว กรุณาโหลดใหม่อีกครั้ง
DocType: Leave Block List,Stop users from making Leave Applications on following days.,หยุดผู้ใช้จากการทำแอพพลิเคที่เดินทางในวันที่ดังต่อไปนี้
apps/erpnext/erpnext/accounts/doctype/loyalty_program/loyalty_program.js,"If unlimited expiry for the Loyalty Points, keep the Expiry Duration empty or 0.",หากหมดอายุไม่ จำกัด สำหรับคะแนนความภักดีให้กำหนดระยะเวลาหมดอายุว่างหรือ 0
DocType: Asset Maintenance Team,Maintenance Team Members,ทีมงานฝ่ายซ่อมบำรุง
DocType: Loyalty Point Entry,Purchase Amount,ปริมาณการซื้อ
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,"Cannot deliver Serial No {0} of item {1} as it is reserved \
											to fullfill Sales Order {2}",ไม่สามารถส่ง Serial No {0} ของสินค้า {1} ได้ตามที่จองไว้ \ to fullfill Sales Order {2}
DocType: Quotation,SAL-QTN-.YYYY.-,SAL-QTN-.YYYY.-
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.py,Supplier Quotation {0} created,ใบเสนอราคาผู้ผลิต {0} สร้าง
apps/erpnext/erpnext/accounts/report/financial_statements.py,End Year cannot be before Start Year,ปีที่จบการไม่สามารถก่อนที่จะเริ่มปี
DocType: Employee Benefit Application,Employee Benefits,ผลประโยชน์ของพนักงาน
apps/erpnext/erpnext/projects/report/billing_summary.py,Employee ID,รหัสพนักงาน
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py,Packed quantity must equal quantity for Item {0} in row {1},ปริมาณ การบรรจุ จะต้องเท่ากับ ปริมาณ สินค้า {0} ในแถว {1}
DocType: Work Order,Manufactured Qty,จำนวนการผลิต
apps/erpnext/erpnext/accounts/doctype/share_transfer/share_transfer.py,The shares don't exist with the {0},หุ้นไม่มีอยู่กับ {0}
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.js,Select Difference Account,เลือกบัญชีที่แตกต่าง
DocType: Sales Partner Type,Sales Partner Type,ประเภทพาร์ทเนอร์การขาย
DocType: Shopify Webhook Detail,Webhook ID,รหัส Webhook
apps/erpnext/erpnext/restaurant/doctype/restaurant_order_entry/restaurant_order_entry.py,Invoice Created,สร้างใบแจ้งหนี้แล้ว
DocType: Asset,Out of Order,ชำรุด
DocType: Purchase Receipt Item,Accepted Quantity,จำนวนที่ยอมรับ
DocType: Projects Settings,Ignore Workstation Time Overlap,ละเว้นเวิร์กสเตชัน Time Overlap
apps/erpnext/erpnext/hr/doctype/employee/employee.py,Please set a default Holiday List for Employee {0} or Company {1},กรุณาตั้งค่าเริ่มต้นรายการวันหยุดสำหรับพนักงาน {0} หรือ บริษัท {1}
apps/erpnext/erpnext/accounts/party.py,{0}: {1} does not exists,{0}: ไม่พบ {1}
apps/erpnext/erpnext/public/js/utils/serial_no_batch_selector.js,Select Batch Numbers,เลือกเลขแบทช์
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py,To GSTIN,ไปที่ GSTIN
apps/erpnext/erpnext/config/accounting.py,Bills raised to Customers.,ตั๋วเงินยกให้กับลูกค้า
DocType: Healthcare Settings,Invoice Appointments Automatically,การนัดหมายใบแจ้งหนี้โดยอัตโนมัติ
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py,Project Id,Id โครงการ
DocType: Salary Component,Variable Based On Taxable Salary,ตัวแปรตามเงินเดือนที่ต้องเสียภาษี
DocType: Company,Basic Component,ส่วนประกอบพื้นฐาน
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Row No {0}: Amount cannot be greater than Pending Amount against Expense Claim {1}. Pending Amount is {2},แถวไม่มี {0}: จำนวนเงินไม่สามารถจะสูงกว่าจำนวนเงินที่ค้างอยู่กับค่าใช้จ่ายในการเรียกร้อง {1} ที่รอดำเนินการเป็นจำนวน {2}
DocType: Patient Service Unit,Medical Administrator,ผู้ดูแลระบบทางการแพทย์
DocType: Assessment Plan,Schedule,กำหนดการ
DocType: Account,Parent Account,บัญชีผู้ปกครอง
apps/erpnext/erpnext/hr/doctype/salary_structure_assignment/salary_structure_assignment.py,Salary Structure Assignment for Employee already exists,มีการกำหนดโครงสร้างเงินเดือนให้กับพนักงานแล้ว
apps/erpnext/erpnext/public/js/utils/serial_no_batch_selector.js,Available,ที่มีจำหน่าย
DocType: Quality Inspection Reading,Reading 3,Reading 3
DocType: Stock Entry,Source Warehouse Address,ที่อยู่คลังสินค้าต้นทาง
DocType: GL Entry,Voucher Type,ประเภทบัตรกำนัล
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html,Future Payments,การจ่ายในอนาคต
DocType: Amazon MWS Settings,Max Retry Limit,ขีด จำกัด การเรียกซ้ำสูงสุด
apps/erpnext/erpnext/accounts/page/pos/pos.js,Price List not found or disabled,ราคาไม่พบหรือคนพิการ
DocType: Content Activity,Last Activity ,กิจกรรมล่าสุด
DocType: Student Applicant,Approved,ได้รับการอนุมัติ
DocType: Pricing Rule,Price,ราคา
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Employee relieved on {0} must be set as 'Left',พนักงาน โล่งใจ ที่ {0} จะต้องตั้งค่า เป็น ' ซ้าย '
DocType: Guardian,Guardian,ผู้ปกครอง
apps/erpnext/erpnext/support/doctype/issue/issue.js,All communications including and above this shall be moved into the new Issue,การสื่อสารทั้งหมดที่รวมถึงประเด็นนี้จะถูกย้ายไปสู่ฉบับใหม่
DocType: Salary Detail,Tax on additional salary,ภาษีเงินเดือนเพิ่มเติม
DocType: Item Alternative,Item Alternative,รายการทางเลือก
DocType: Healthcare Settings,Default income accounts to be used if not set in Healthcare Practitioner to book Appointment charges.,บัญชีรายได้เริ่มต้นที่จะใช้ถ้าไม่ได้กำหนดไว้ในผู้ประกอบการด้านการรักษาพยาบาลเพื่อจองค่าใช้จ่ายในการนัดหมาย
apps/erpnext/erpnext/selling/doctype/customer/customer.py,Total contribution percentage should be equal to 100,เปอร์เซ็นต์ผลงานทั้งหมดควรเท่ากับ 100
DocType: Opening Invoice Creation Tool,Create missing customer or supplier.,สร้างลูกค้าหรือผู้จัดหาที่ขาดหายไป
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.py,Appraisal {0} created for Employee {1} in the given date range,ประเมิน {0} สร้างขึ้นสำหรับ พนักงาน {1} ใน ช่วงวันที่ ที่กำหนด
DocType: Academic Term,Education,การศึกษา
DocType: Payroll Entry,Salary Slips Created,วางบิลเงินเดือนแล้ว
DocType: Inpatient Record,Expected Discharge,คาดว่าจะออก
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js,Del,Del
DocType: Selling Settings,Campaign Naming By,ตั้งชื่อ ตาม แคมเปญ
DocType: Employee,Current Address Is,ที่อยู่ ปัจจุบัน เป็น
apps/erpnext/erpnext/utilities/user_progress.py,Monthly Sales Target (,เป้าหมายการขายรายเดือน (
apps/erpnext/erpnext/templates/includes/projects/project_tasks.html,modified,การแก้ไข
DocType: Travel Request,Identification Document Number,หมายเลขเอกสารระบุตัวตน
apps/erpnext/erpnext/accounts/doctype/account/account_tree.js,"Optional. Sets company's default currency, if not specified.",ตัวเลือก ตั้งสกุลเงินเริ่มต้นของ บริษัท ฯ หากไม่ได้ระบุไว้
DocType: Sales Invoice,Customer GSTIN,ลูกค้า GSTIN
DocType: Crop Cycle,List of diseases detected on the field. When selected it'll automatically add a list of tasks to deal with the disease ,รายชื่อโรคที่ตรวจพบบนสนาม เมื่อเลือกมันจะเพิ่มรายการของงานเพื่อจัดการกับโรค
apps/erpnext/erpnext/manufacturing/page/bom_comparison_tool/bom_comparison_tool.js,BOM 1,BOM 1
apps/erpnext/erpnext/assets/report/fixed_asset_register/fixed_asset_register.py,Asset Id,รหัสเนื้อหา
apps/erpnext/erpnext/healthcare/doctype/healthcare_service_unit/healthcare_service_unit.js,This is a root healthcare service unit and cannot be edited.,นี่คือหน่วยบริการด้านการดูแลสุขภาพรากและไม่สามารถแก้ไขได้
DocType: Asset Repair,Repair Status,สถานะการซ่อมแซม
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.js,"Requested Qty: Quantity requested for purchase, but not ordered.",ขอ จำนวน: จำนวน การร้องขอ สำหรับการซื้อ แต่ไม่ ได้รับคำสั่ง
,Subcontracted Item To Be Received,รายการที่รับช่วงการรับมอบ
apps/erpnext/erpnext/public/js/event.js,Add Sales Partners,เพิ่มพันธมิตรการขาย
apps/erpnext/erpnext/config/accounting.py,Accounting journal entries.,รายการบันทึกบัญชี
DocType: Travel Request,Travel Request,คำขอท่องเที่ยว
DocType: Payment Reconciliation,System will fetch all the entries if limit value is zero.,ระบบจะดึงรายการทั้งหมดหากค่า จำกัด เป็นศูนย์
DocType: Delivery Note Item,Available Qty at From Warehouse,จำนวนที่จำหน่ายจากคลังสินค้า
apps/erpnext/erpnext/hr/doctype/department_approver/department_approver.py,Please select Employee Record first.,กรุณาเลือกพนักงานบันทึกครั้งแรก
apps/erpnext/erpnext/hr/doctype/attendance_request/attendance_request.py,Attendance not submitted for {0} as it is a Holiday.,การเข้าร่วมไม่ได้ส่งสำหรับ {0} เนื่องจากเป็นวันหยุด
DocType: POS Profile,Account for Change Amount,บัญชีเพื่อการเปลี่ยนแปลงจำนวน
DocType: QuickBooks Migrator,Connecting to QuickBooks,การเชื่อมต่อกับ QuickBooks
DocType: Exchange Rate Revaluation,Total Gain/Loss,รวมกำไร / ขาดทุน
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.js,Create Pick List,สร้างรายการเลือก
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Row {0}: Party / Account does not match with {1} / {2} in {3} {4},แถว {0}: ปาร์ตี้ / บัญชีไม่ตรงกับ {1} / {2} ใน {3} {4}
DocType: Employee Promotion,Employee Promotion,การส่งเสริมพนักงาน
DocType: Maintenance Team Member,Maintenance Team Member,สมาชิกทีมบำรุงรักษา
DocType: Agriculture Analysis Criteria,Soil Analysis,การวิเคราะห์ดิน
apps/erpnext/erpnext/education/report/course_wise_assessment_report/course_wise_assessment_report.html,Course Code: ,รหัสรายวิชา:
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py,Please enter Expense Account,กรุณากรอกบัญชีค่าใช้จ่าย
DocType: Quality Action Resolution,Problem,ปัญหา
DocType: Account,Stock,คลังสินค้า
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,"Row #{0}: Reference Document Type must be one of Purchase Order, Purchase Invoice or Journal Entry","แถว # {0}: การอ้างอิงเอกสารชนิดต้องเป็นหนึ่งในการสั่งซื้อ, ซื้อใบแจ้งหนี้หรือวารสารรายการ"
DocType: Employee,Current Address,ที่อยู่ปัจจุบัน
DocType: Item,"If item is a variant of another item then description, image, pricing, taxes etc will be set from the template unless explicitly specified","หากรายการเป็นตัวแปรของรายการอื่นแล้วคำอธิบายภาพ, การกำหนดราคาภาษี ฯลฯ จะถูกตั้งค่าจากแม่นอกจากที่ระบุไว้อย่างชัดเจน"
DocType: Production Plan Item,Make Work Order for Sub Assembly Items,ทำใบสั่งงานสำหรับรายการประกอบย่อย
DocType: Serial No,Purchase / Manufacture Details,รายละเอียด การซื้อ / การผลิต
DocType: Assessment Group,Assessment Group,กลุ่มประเมินผล
DocType: Stock Entry,Per Transferred,ต่อการถ่ายโอน
apps/erpnext/erpnext/config/help.py,Batch Inventory,รุ่นที่สินค้าคงคลัง
DocType: Sales Invoice,GST Transporter ID,รหัสผู้ขนย้าย GST
DocType: Procedure Prescription,Procedure Name,ชื่อขั้นตอน
DocType: Employee,Contract End Date,วันที่สิ้นสุดสัญญา
DocType: Amazon MWS Settings,Seller ID,รหัสผู้ขาย
DocType: Sales Order,Track this Sales Order against any Project,ติดตามนี้สั่งซื้อขายกับโครงการใด ๆ
DocType: Bank Statement Transaction Entry,Bank Statement Transaction Entry,รายการธุรกรรมทางการเงินของธนาคาร
DocType: Sales Invoice Item,Discount and Margin,ส่วนลดและหลักประกัน
DocType: Lab Test,Prescription,ใบสั่งยา
DocType: Company,Default Deferred Revenue Account,บัญชีรายได้รอตัดบัญชีเริ่มต้น
DocType: Project,Second Email,อีเมลฉบับที่สอง
DocType: Budget,Action if Annual Budget Exceeded on Actual,การดำเนินการหากงบประมาณรายปีเกินจริง
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.js,Not Available,ไม่สามารถใช้งาน
DocType: Pricing Rule,Min Qty,จำนวนขั้นตำ่
apps/erpnext/erpnext/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Disable Template,ปิดใช้งานเทมเพลต
DocType: Bank Statement Transaction Invoice Item,Transaction Date,วันที่ทำรายการ
DocType: Production Plan Item,Planned Qty,จำนวนวางแผน
DocType: Project Template Task,Begin On (Days),เริ่มต้น (วัน)
DocType: Quality Action,Preventive,ป้องกัน
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,Supplies made to Unregistered Persons,พัสดุที่ทำกับบุคคลที่ไม่ได้ลงทะเบียน
DocType: Company,Date of Incorporation,วันที่จดทะเบียน
apps/erpnext/erpnext/accounts/report/purchase_register/purchase_register.py,Total Tax,ภาษีทั้งหมด
apps/erpnext/erpnext/manufacturing/report/bom_stock_calculated/bom_stock_calculated.py,Last Purchase Price,ราคาซื้อครั้งสุดท้าย
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,For Quantity (Manufactured Qty) is mandatory,สำหรับปริมาณ (ผลิตจำนวน) มีผลบังคับใช้
DocType: Stock Entry,Default Target Warehouse,คลังสินค้าเป้าหมายเริ่มต้น
DocType: Purchase Invoice,Net Total (Company Currency),รวมสุทธิ (สกุลเงิน บริษัท )
DocType: Sales Invoice,Air,อากาศ
apps/erpnext/erpnext/education/doctype/academic_year/academic_year.py,The Year End Date cannot be earlier than the Year Start Date. Please correct the dates and try again.,ปีวันที่สิ้นสุดไม่สามารถจะเร็วกว่าปีวันเริ่มต้น โปรดแก้ไขวันและลองอีกครั้ง
DocType: Purchase Order,Set Target Warehouse,ตั้งค่า Warehouse เป้าหมาย
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,{0} is not in Optional Holiday List,{0} ไม่อยู่ในรายการวันหยุดเสริม
DocType: Amazon MWS Settings,JP,JP
DocType: BOM,Scrap Items,รายการเศษ
DocType: Work Order,Actual Start Date,วันที่เริ่มต้นจริง
DocType: Sales Order,% of materials delivered against this Sales Order,% ของวัสดุที่ส่งเทียบกับคำสั่งซื้อนี้
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py,"Skipping Salary Structure Assignment for the following employees, as Salary Structure Assignment records already exists against them. {0}",ข้ามการกำหนดโครงสร้างเงินเดือนสำหรับพนักงานดังต่อไปนี้เนื่องจากมีการกำหนดโครงสร้างเงินเดือนไว้กับพวกเขาแล้ว {0}
apps/erpnext/erpnext/config/manufacturing.py,Generate Material Requests (MRP) and Work Orders.,สร้างคำขอ Material (MRP) และใบสั่งงาน
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py,Set default mode of payment,ตั้งค่าโหมดการชำระเงินเริ่มต้น
DocType: Stock Entry Detail,Against Stock Entry,กับการเข้าสต็อก
DocType: Grant Application,Withdrawn,การถอดถอน
DocType: Support Search Source,Support Search Source,แหล่งการค้นหาการสนับสนุน
apps/erpnext/erpnext/accounts/report/account_balance/account_balance.js,Chargeble,Chargeble
DocType: Project,Gross Margin %,กำไรขั้นต้น %
DocType: BOM,With Operations,กับการดำเนินงาน
DocType: Support Search Source,Post Route Key List,โพสต์รายการคีย์เส้นทาง
apps/erpnext/erpnext/accounts/party.py,Accounting entries have already been made in currency {0} for company {1}. Please select a receivable or payable account with currency {0}.,รายการบัญชีที่ได้รับการทำในสกุลเงิน {0} สำหรับ บริษัท {1} กรุณาเลือกบัญชีลูกหนี้หรือเจ้าหนี้กับสกุลเงิน {0}
DocType: Asset,Is Existing Asset,เป็นสินทรัพย์ที่มีอยู่
DocType: Salary Component,Statistical Component,ส่วนประกอบทางสถิติ
DocType: Salary Component,Statistical Component,ส่วนประกอบทางสถิติ
DocType: Warranty Claim,If different than customer address,หาก แตกต่างจาก ที่อยู่ของลูกค้า
DocType: Purchase Invoice,Without Payment of Tax,โดยไม่ต้องเสียภาษี
DocType: BOM Operation,BOM Operation,การดำเนินงาน BOM
DocType: Purchase Taxes and Charges,On Previous Row Amount,เกี่ยวกับจำนวนเงินแถวก่อนหน้า
DocType: Options,Is Correct,ถูกต้อง
DocType: Item,Has Expiry Date,มีวันหมดอายุ
apps/erpnext/erpnext/assets/doctype/asset/asset.js,Transfer Asset,การโอนสินทรัพย์
apps/erpnext/erpnext/config/support.py,Issue Type.,ประเภทของปัญหา
DocType: POS Profile,POS Profile,รายละเอียด จุดขาย
DocType: Training Event,Event Name,ชื่องาน
DocType: Healthcare Practitioner,Phone (Office),โทรศัพท์ (สำนักงาน)
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.py,"Cannot Submit, Employees left to mark attendance",ไม่สามารถส่งพนักงานออกจากการเข้าร่วมประชุมได้
DocType: Inpatient Record,Admission,การรับเข้า
apps/erpnext/erpnext/education/doctype/student_admission/student_admission.py,Admissions for {0},การรับสมัครสำหรับ {0}
