DocType: Accounting Period,Period Name,Име периода
DocType: Purchase Invoice,Reason For Putting On Hold,Разлог за стављање на чекање
DocType: Employee,Personal Email,Лични Е-маил
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py,Total Variance,Укупна разлика
DocType: Accounts Settings,"If enabled, the system will post accounting entries for inventory automatically.","Ако је укључен, систем ће писати уносе рачуноводствене инвентар аутоматски."
apps/erpnext/erpnext/accounts/doctype/bank_account/test_bank_account.py,BankAccount.validate_iban() accepted invalid IBAN {},БанкАццоунт.валидате_ибан () прихваћен неважећим ИБАН {}
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Brokerage,посредништво
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,Attendance for employee {0} is already marked for this day,Присуство за запосленог {0} је већ означена за овај дан
DocType: Work Order Operation,"in Minutes
Updated via 'Time Log'","у Минутес 
 ажурирано преко 'Време Приступи'"
DocType: Customer,From Lead,Од Леад
DocType: Amazon MWS Settings,Synch Orders,Синцх Ордерс
apps/erpnext/erpnext/config/manufacturing.py,Orders released for production.,Поруџбине пуштен за производњу.
apps/erpnext/erpnext/public/js/account_tree_grid.js,Select Fiscal Year...,Изаберите Фискална година ...
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,POS Profile required to make POS Entry,ПОС Профил потребно да ПОС Ентри
apps/erpnext/erpnext/accounts/doctype/loyalty_program/loyalty_program.js,"Loyalty Points will be calculated from the spent done (via the Sales Invoice), based on collection factor mentioned.","Точке лојалности ће се рачунати од потрошене (преко фактуре за продају), на основу наведеног фактора сакупљања."
DocType: Program Enrollment Tool,Enroll Students,упис студената
DocType: Pricing Rule,Coupon Code Based,На основу кода купона
DocType: Company,HRA Settings,ХРА подешавања
DocType: Homepage,Hero Section,Секција хероја
DocType: Employee Transfer,Transfer Date,Датум преноса
DocType: Lab Test,Approved Date,Одобрени датум
apps/erpnext/erpnext/patches/v4_0/create_price_list_if_missing.py,Standard Selling,Стандардна Продаја
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Atleast one warehouse is mandatory,Атлеаст једно складиште је обавезно
apps/erpnext/erpnext/healthcare/doctype/healthcare_service_unit_type/healthcare_service_unit_type.py,"Configure Item Fields like UOM, Item Group, Description and No of Hours.","Конфигурирајте поља поља као што су УОМ, група ставки, опис и број сати."
DocType: Certification Application,Certification Status,Статус сертификације
apps/erpnext/erpnext/public/js/hub/marketplace.js,Marketplace,Маркетплаце
DocType: Travel Itinerary,Travel Advance Required,Потребно је унапредити путовање
DocType: Subscriber,Subscriber Name,Име претплатника
DocType: Serial No,Out of Warranty,Од гаранције
DocType: Bank Statement Transaction Settings Item,Mapped Data Type,Маппед Дата Типе
DocType: BOM Update Tool,Replace,Заменити
apps/erpnext/erpnext/templates/includes/product_list.js,No products found.,Нема нађених производа.
apps/erpnext/erpnext/public/js/hub/pages/PublishedItems.vue,Publish More Items,Објавите још предмета
apps/erpnext/erpnext/support/doctype/issue/issue.py,This Service Level Agreement is specific to Customer {0},Овај Уговор о нивоу услуге је специфичан за купца {0}
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,{0} against Sales Invoice {1},{0} против продаје фактуре {1}
DocType: Antibiotic,Laboratory User,Лабораторијски корисник
DocType: Request for Quotation Item,Project Name,Назив пројекта
apps/erpnext/erpnext/regional/italy/utils.py,Please set the Customer Address,Молимо вас да подесите адресу купца
DocType: Customer,Mention if non-standard receivable account,Спомените ако нестандардни потраживања рачуна
DocType: Bank,Plaid Access Token,Плаид Аццесс Токен
apps/erpnext/erpnext/hr/doctype/employee_benefit_application/employee_benefit_application.py,Please add the remaining benefits {0} to any of the existing component,Додајте преостале погодности {0} било којој од постојећих компоненти
DocType: Journal Entry Account,If Income or Expense,Ако прихода или расхода
DocType: Course Topic,Course Topic,Тема курса
apps/erpnext/erpnext/selling/doctype/pos_closing_voucher/pos_closing_voucher.py,POS Closing Voucher alreday exists for {0} between date {1} and {2},Завршни ваучер ПОС-а постоји за {0} између датума {1} и {2}
DocType: Bank Statement Transaction Entry,Matching Invoices,Упоређивање фактура
DocType: Work Order,Required Items,тражених ставки
DocType: Stock Ledger Entry,Stock Value Difference,Вредност акције Разлика
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py,Item Row {0}: {1} {2} does not exist in above '{1}' table,Ставка Ред {0}: {1} {2} не постоји изнад табеле &quot;{1}&quot;
apps/erpnext/erpnext/config/help.py,Human Resource,Људски Ресурси
DocType: Payment Reconciliation Payment,Payment Reconciliation Payment,Плаћање Плаћање Помирење
DocType: Disease,Treatment Task,Третман задатака
DocType: Payment Order Reference,Bank Account Details,Детаљи банковног рачуна
DocType: Purchase Order Item,Blanket Order,Бланкет Ордер
apps/erpnext/erpnext/hr/doctype/loan_application/loan_application.py,Repayment Amount must be greater than ,Износ отплате мора бити већи од
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Tax Assets,налоговые активы
DocType: BOM Item,BOM No,БОМ Нема
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Journal Entry {0} does not have account {1} or already matched against other voucher,Јоурнал Ентри {0} нема налог {1} или већ упарен против другог ваучера
DocType: Item,Moving Average,Мовинг Авераге
apps/erpnext/erpnext/hr/doctype/employee/employee_dashboard.py,Benefit,Бенефит
DocType: BOM Update Tool,The BOM which will be replaced,БОМ који ће бити замењен
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Electronic Equipments,електронске опреме
DocType: Asset,Maintenance Required,Одржавање је потребно
DocType: Account,Debit,Задужење
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py,Leaves must be allocated in multiples of 0.5,"Листья должны быть выделены несколько 0,5"
DocType: Work Order,Operation Cost,Операција кошта
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Identifying Decision Makers,Идентификација доносилаца одлука
apps/erpnext/erpnext/selling/report/customer_credit_balance/customer_credit_balance.py,Outstanding Amt,Изузетан Амт
DocType: Sales Person,Set targets Item Group-wise for this Sales Person.,Поставите циљеве ставку Групе мудро ову особу продаје.
DocType: Stock Settings,Freeze Stocks Older Than [Days],"Морозильники Акции старше, чем [ дней ]"
DocType: Payment Entry,Payment Ordered,Наређено плаћање
DocType: Asset Maintenance Team,Maintenance Team Name,Име тима за одржавање
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js,"If two or more Pricing Rules are found based on the above conditions, Priority is applied. Priority is a number between 0 to 20 while default value is zero (blank). Higher number means it will take precedence if there are multiple Pricing Rules with same conditions.","Ако два или више Цене Правила су пронадјени на основу горе наведеним условима, Приоритет се примењује. Приоритет је број између 0 до 20, док стандардна вредност нула (празно). Већи број значи да ће имати предност ако постоји више Цене Правила са истим условима."
apps/erpnext/erpnext/controllers/trends.py,Fiscal Year: {0} does not exists,Фискална година: {0} не постоји
DocType: Currency Exchange,To Currency,Валутном
DocType: Leave Block List,Allow the following users to approve Leave Applications for block days.,Дозволи следеће корисницима да одобри Апликације оставити за блок дана.
apps/erpnext/erpnext/hr/doctype/employee/employee_dashboard.py,Lifecycle,Животни циклус
apps/erpnext/erpnext/accounts/report/bank_reconciliation_statement/bank_reconciliation_statement.py,Payment Document Type,Врста документа плаћања
apps/erpnext/erpnext/controllers/selling_controller.py,Selling rate for item {0} is lower than its {1}. Selling rate should be atleast {2},Продајном курсу за ставку {0} је нижи од својих {1}. Продаје стопа буде атлеаст {2}
apps/erpnext/erpnext/controllers/selling_controller.py,Selling rate for item {0} is lower than its {1}. Selling rate should be atleast {2},Продајном курсу за ставку {0} је нижи од својих {1}. Продаје стопа буде атлеаст {2}
DocType: Designation Skill,Skill,Вештина
DocType: Subscription,Taxes,Порези
DocType: Purchase Invoice Item,Weight Per Unit,Тежина по јединици
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Paid and Not Delivered,Паид и није испоручена
DocType: QuickBooks Migrator,Default Cost Center,Уобичајено Трошкови Центар
apps/erpnext/erpnext/www/all-products/index.html,Toggle Filters,Укључи филтре
apps/erpnext/erpnext/config/stock.py,Stock Transactions,stock Трансакције
DocType: Budget,Budget Accounts,рачуна буџета
DocType: Employee,Internal Work History,Интерни Рад Историја
DocType: Bank Statement Transaction Entry,New Transactions,Нове трансакције
DocType: Depreciation Schedule,Accumulated Depreciation Amount,Исправка вриједности Количина
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Private Equity,Приватни капитал
DocType: Supplier Scorecard Variable,Supplier Scorecard Variable,Добављач Сцорецард Вариабле
DocType: Shift Type,Working Hours Threshold for Half Day,Праг радног времена за пола дана
apps/erpnext/erpnext/assets/doctype/asset/asset.py,Please create purchase receipt or purchase invoice for the item {0},Молимо вас да креирате рачун за куповину или купите фактуру за ставку {0}
DocType: Job Card,Material Transferred,Пренос материјала
DocType: Employee Advance,Due Advance Amount,Дуе Адванце Амоунт
DocType: Maintenance Visit,Customer Feedback,Кориснички Феедбацк
DocType: Account,Expense,расход
apps/erpnext/erpnext/education/doctype/assessment_result/assessment_result.js,Score cannot be greater than Maximum Score,Резултат не може бити већи од максималан број бодова
DocType: Support Search Source,Source Type,Извор Тип
DocType: Course Content,Course Content,Садржај курса
apps/erpnext/erpnext/utilities/user_progress.py,Customers and Suppliers,Купци и добављачи
DocType: Item Attribute,From Range,Од Ранге
DocType: BOM,Set rate of sub-assembly item based on BOM,Поставите брзину ставке подкомпонента на основу БОМ-а
DocType: Inpatient Occupancy,Invoiced,Фактурисано
apps/erpnext/erpnext/erpnext_integrations/doctype/woocommerce_settings/woocommerce_settings.py,WooCommerce Products,ВооЦоммерце производи
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Syntax error in formula or condition: {0},Синтакса грешка у формули или стања: {0}
apps/erpnext/erpnext/stock/utils.py,Item {0} ignored since it is not a stock item,"Пункт {0} игнорируется, так как это не складские позиции"
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js,"To not apply Pricing Rule in a particular transaction, all applicable Pricing Rules should be disabled.","Да не примењује Правилник о ценама у одређеном трансакцијом, све важеће Цене Правила би требало да буде онемогућен."
DocType: Payment Term,Day(s) after the end of the invoice month,Дан (и) након завршетка месеца фактуре
DocType: Assessment Group,Parent Assessment Group,Родитељ Процена Група
DocType: Employee Checkin,Shift Actual End,Стварни крај промене
apps/erpnext/erpnext/hr/doctype/job_opening/job_opening.py,Jobs,Послови
,Sales Order Trends,Продажи Заказать Тенденции
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.js,The 'From Package No.' field must neither be empty nor it's value less than 1.,&quot;Из пакета бр.&quot; поље не сме бити празно нити је вриједност мања од 1.
DocType: Employee,Held On,Одржана
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order_calendar.js,Production Item,Производња артикла
,Employee Information,Запослени Информације
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.py,Healthcare Practitioner not available on {0},Здравствени радник није доступан на {0}
DocType: Stock Entry Detail,Additional Cost,Додатни трошак
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py,"Can not filter based on Voucher No, if grouped by Voucher","Не можете да филтрирате на основу ваучер Не , ако груписани по ваучер"
DocType: Quality Inspection,Incoming,Долазни
apps/erpnext/erpnext/setup/doctype/company/company.js,Default tax templates for sales and purchase are created.,Основани порезни предлошци за продају и куповину су створени.
apps/erpnext/erpnext/education/doctype/assessment_result/assessment_result.py,Assessment Result record {0} already exists.,Оцењивање Резултат записа {0} већ постоји.
DocType: Item,"Example: ABCD.#####. If series is set and Batch No is not mentioned in transactions, then automatic batch number will be created based on this series. If you always want to explicitly mention Batch No for this item, leave this blank. Note: this setting will take priority over the Naming Series Prefix in Stock Settings.","Пример: АБЦД. #####. Ако је серија подешена и Батцх Но се не помиње у трансакцијама, онда ће се на основу ове серије креирати аутоматски број серије. Уколико увек желите да експлицитно наведете Батцх Но за ову ставку, оставите ово празним. Напомена: ово подешавање ће имати приоритет над Префиксом назива серија у поставкама залиха."
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,Outward taxable supplies(zero rated),Потрошачке залихе које су опорезоване (нула)
DocType: BOM,Materials Required (Exploded),Материјали Обавезно (Екплодед)
apps/erpnext/erpnext/buying/report/purchase_analytics/purchase_analytics.js,based_on,на бази
apps/erpnext/erpnext/public/js/hub/components/ReviewArea.vue,Submit Review,Пошаљи коментар
DocType: Contract,Party User,Парти Усер
apps/erpnext/erpnext/stock/report/total_stock_summary/total_stock_summary.py,Please set Company filter blank if Group By is 'Company',Молимо поставите Фирма филтер празно ако Група По је &#39;Фирма&#39;
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.py,Posting Date cannot be future date,Датум постања не може бити будућност датум
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py,Row # {0}: Serial No {1} does not match with {2} {3},Ред # {0}: Серијски број {1} не одговара {2} {3}
apps/erpnext/erpnext/hr/doctype/upload_attendance/upload_attendance.py,Please setup numbering series for Attendance via Setup &gt; Numbering Series,Молимо вас да подесите серију нумерирања за Аттенданце путем Подешавање&gt; Серија бројања
DocType: Stock Entry,Target Warehouse Address,Адреса циљне магацине
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Casual Leave,Повседневная Оставить
DocType: Shift Type,The time before the shift start time during which Employee Check-in is considered for attendance.,Време пре почетка смене током којег се одјава пријављује за присуство.
DocType: Agriculture Task,End Day,Крајњи дан
DocType: Batch,Batch ID,Батцх ИД
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Note: {0},Примечание: {0}
DocType: Stock Settings,Action if Quality inspection is not submitted,Акција ако се не поднесе инспекција квалитета
,Delivery Note Trends,Достава Напомена трендови
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.py,This Week's Summary,Овонедељном Преглед
apps/erpnext/erpnext/manufacturing/report/bom_stock_report/bom_stock_report.py,In Stock Qty,На залихама Количина
,Daily Work Summary Replies,Дневни послови
DocType: Delivery Trip,Calculate Estimated Arrival Times,Израчунајте процењене временске прилике
apps/erpnext/erpnext/accounts/general_ledger.py,Account: {0} can only be updated via Stock Transactions,Рачун: {0} може да се ажурира само преко Стоцк промету
DocType: Student Group Creation Tool,Get Courses,Гет Курсеви
DocType: Tally Migration,ERPNext Company,Компанија ЕРПНект
DocType: Shopify Settings,Webhooks,Вебхоокс
DocType: Bank Account,Party,Странка
DocType: Healthcare Settings,Patient Name,Име пацијента
DocType: Variant Field,Variant Field,Варијантско поље
apps/erpnext/erpnext/assets/doctype/asset/asset.js,Target Location,Циљна локација
DocType: Sales Order,Delivery Date,Датум испоруке
DocType: Opportunity,Opportunity Date,Прилика Датум
DocType: Employee,Health Insurance Provider,Здравствено осигурање
DocType: Service Level,Holiday List (ignored during SLA calculation),Листа празника (занемарена током израчуна СЛА)
DocType: Products Settings,Show Availability Status,Прикажи статус доступности
DocType: Purchase Receipt,Return Against Purchase Receipt,Повратак против рачуном
DocType: Water Analysis,Person Responsible,Одговорно лице
DocType: Request for Quotation Item,Request for Quotation Item,Захтев за понуду тачком
DocType: Purchase Order,To Bill,Билу
DocType: Material Request,% Ordered,% Од А до Ж
DocType: Education Settings,"For Course based Student Group, the Course will be validated for every Student from the enrolled Courses in Program Enrollment.","За Студент Гроуп курс заснован, Курс ће бити потврђена за сваког студента из уписаних курсева у програм Упис."
DocType: Employee Grade,Employee Grade,Разред запослених
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Piecework,рад плаћен на акорд
DocType: GSTR 3B Report,June,Јуна
DocType: Share Balance,From No,Од бр
DocType: Shift Type,Early Exit Grace Period,Период раног изласка из милости
DocType: Task,Actual Time (in Hours),Тренутно време (у сатима)
DocType: Employee,History In Company,Историја У друштву
DocType: Customer,Customer Primary Address,Примарна адреса клијента
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Call Connected,Позив је повезан
apps/erpnext/erpnext/config/crm.py,Newsletters,Билтен
apps/erpnext/erpnext/accounts/report/tds_payable_monthly/tds_payable_monthly.py,Reference No.,Референтни број.
DocType: Drug Prescription,Description/Strength,Опис / снага
apps/erpnext/erpnext/config/hr.py,Energy Point Leaderboard,Енерги Поинт Леадербоард
DocType: Bank Statement Transaction Entry,Create New Payment/Journal Entry,Креирајте нову уплату / дневник
DocType: Certification Application,Certification Application,Апликација за сертификацију
DocType: Leave Type,Is Optional Leave,Да ли је опционално напустити
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,Declare Lost,Прогласи изгубљеним
DocType: Share Balance,Is Company,Је компанија
DocType: Pricing Rule,Same Item,Иста ставка
DocType: Stock Ledger Entry,Stock Ledger Entry,Берза Леџер Ентри
DocType: Quality Action Resolution,Quality Action Resolution,Квалитетна резолуција акције
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.py,{0} on Half day Leave on {1},{0} на пола дана Оставите на {1}
DocType: Department,Leave Block List,Оставите Блоцк Лист
DocType: Purchase Invoice,Tax ID,ПИБ
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,Item {0} is not setup for Serial Nos. Column must be blank,Пункт {0} не установка для серийные номера колонке должно быть пустым
apps/erpnext/erpnext/regional/india/utils.py,Either GST Transporter ID or Vehicle No is required if Mode of Transport is Road,"Ако је начин превоза друмски, ГСТ Транспортер ИД или возило не треба"
DocType: Accounts Settings,Accounts Settings,Рачуни Подешавања
apps/erpnext/erpnext/education/doctype/student_applicant/student_applicant.js,Approve,одобрити
DocType: Loyalty Program,Customer Territory,Територија купаца
DocType: Email Digest,Sales Orders to Deliver,Продајни налоги за испоруку
apps/erpnext/erpnext/accounts/doctype/account/account_tree.js,"Number of new Account, it will be included in the account name as a prefix",Број новог налога ће бити укључен у име налога као префикс
DocType: Maintenance Team Member,Team Member,Члан тима
DocType: GSTR 3B Report,Invoices with no Place Of Supply,Рачуни без места снабдевања
apps/erpnext/erpnext/education/doctype/assessment_result_tool/assessment_result_tool.js,No Result to submit,Нема резултата који треба да пошаљу
DocType: Customer,Sales Partner and Commission,Продаја партнера и Комисија
DocType: Loan,Rate of Interest (%) / Year,Каматна стопа (%) / Иеар
,Project Quantity,projekat Количина
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py,"Total {0} for all items is zero, may be you should change 'Distribute Charges Based On'","Укупно {0} за све ставке је нула, може бити требало би да промените &#39;Распоредите пријава по&#39;"
apps/erpnext/erpnext/hr/utils.py,To date can not be less than from date,До данас не може бити мање од датума
DocType: Opportunity,To Discuss,Да Дисцусс
apps/erpnext/erpnext/stock/stock_ledger.py,{0} units of {1} needed in {2} to complete this transaction.,{0} јединице {1} потребна {2} довршите ову трансакцију.
DocType: Loan Type,Rate of Interest (%) Yearly,Каматна стопа (%) Годишња
apps/erpnext/erpnext/config/quality_management.py,Quality Goal.,Циљ квалитета.
DocType: Support Settings,Forum URL,Форум УРЛ
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Temporary Accounts,Привремене рачуни
apps/erpnext/erpnext/assets/doctype/asset_movement/asset_movement.py,Source Location is required for the asset {0},Изворна локација је потребна за средство {0}
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Black,Црн
DocType: BOM Explosion Item,BOM Explosion Item,БОМ Експлозија шифра
DocType: Shareholder,Contact List,Контакт листа
DocType: Account,Auditor,Ревизор
DocType: Project,Frequency To Collect Progress,Фреквенција за сакупљање напретка
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.js,{0} items produced,{0} ставки производе
apps/erpnext/erpnext/utilities/user_progress.py,Learn More,Сазнајте више
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py,{0} is not added in the table,{0} се не додаје у табели
DocType: Payment Entry,Party Bank Account,Банковни рачун странке
DocType: Cheque Print Template,Distance from top edge,Удаљеност од горње ивице
DocType: POS Closing Voucher Invoices,Quantity of Items,Количина предмета
apps/erpnext/erpnext/stock/get_item_details.py,Price List {0} is disabled or does not exist,Ценовник {0} је онемогућена или не постоји
DocType: Purchase Invoice,Return,Повратак
DocType: Account,Disable,запрещать
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py,Mode of payment is required to make a payment,Начин плаћања је обавезан да изврши уплату
DocType: Task,Pending Review,Чека критику
apps/erpnext/erpnext/public/js/utils/item_quick_entry.js,"Edit in full page for more options like assets, serial nos, batches etc.","Измените на целој страници за више опција као што су имовина, серијски нос, серије итд."
DocType: Leave Type,Maximum Continuous Days Applicable,Максимални трајни дани важећи
apps/erpnext/erpnext/accounts/report/accounts_payable/accounts_payable.js,Ageing Range 4,Распон старења 4
apps/erpnext/erpnext/education/doctype/student_group/student_group.py,{0} - {1} is not enrolled in the Batch {2},{0} - {1} није уписано у Батцх {2}
apps/erpnext/erpnext/assets/doctype/asset/depreciation.py,"Asset {0} cannot be scrapped, as it is already {1}","Средство {0} не може бити укинута, јер је већ {1}"
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html,Cheques Required,Потребно је проверити
DocType: Task,Total Expense Claim (via Expense Claim),Укупни расходи Цлаим (преко Екпенсе потраживања)
apps/erpnext/erpnext/hr/doctype/employee_attendance_tool/employee_attendance_tool.js,Mark Absent,марк Одсутан
DocType: Job Applicant Source,Job Applicant Source,Извор апликанта за посао
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py,IGST Amount,ИГСТ Износ
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py,Failed to setup company,Није успело да подеси компанију
DocType: Asset Repair,Asset Repair,Поправка имовине
DocType: Warehouse,Warehouse Type,Тип складишта
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py,Row {0}: Currency of the BOM #{1} should be equal to the selected currency {2},Ред {0}: Валута у БОМ # {1} треба да буде једнака изабране валуте {2}
DocType: Journal Entry Account,Exchange Rate,Курс
DocType: Patient,Additional information regarding the patient,Додатне информације о пацијенту
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Sales Order {0} is not submitted,Заказ на продажу {0} не представлено
DocType: Homepage,Tag Line,таг линија
DocType: Fee Component,Fee Component,naknada Компонента
apps/erpnext/erpnext/config/hr.py,Fleet Management,Управљање возним парком
apps/erpnext/erpnext/config/agriculture.py,Crops & Lands,Цроп &amp; Ландс
DocType: Shift Type,Enable Exit Grace Period,Омогући Екит Граце Период
DocType: Cheque Print Template,Regular,редован
DocType: Fertilizer,Density (if liquid),Густина (ако је течност)
apps/erpnext/erpnext/education/doctype/course/course.py,Total Weightage of all Assessment Criteria must be 100%,Укупно Веигхтаге свих критеријума процене мора бити 100%
DocType: Purchase Order Item,Last Purchase Rate,Последња куповина Стопа
DocType: GSTR 3B Report,August,Август
DocType: Account,Asset,преимућство
DocType: Quality Goal,Revised On,Ревидирано дана
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py,Stock cannot exist for Item {0} since has variants,Стоцк не може постојати за ставку {0} од има варијанте
DocType: Healthcare Practitioner,Mobile,Мобиле
DocType: Issue,Reset Service Level Agreement,Ресетујте уговор о нивоу услуге
,Sales Person-wise Transaction Summary,Продавац у питању трансакција Преглед
DocType: Training Event,Contact Number,Контакт број
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py,Warehouse {0} does not exist,Магацин {0} не постоји
DocType: Cashier Closing,Custody,Старатељство
DocType: Employee Tax Exemption Proof Submission Detail,Employee Tax Exemption Proof Submission Detail,Детаљи о подношењу доказа о изузећу пореза на раднике
DocType: Monthly Distribution,Monthly Distribution Percentages,Месечни Дистрибуција Проценти
apps/erpnext/erpnext/stock/doctype/batch/batch.py,The selected item cannot have Batch,Изабрана опција не може имати Батцх
DocType: Delivery Note,% of materials delivered against this Delivery Note,% испоручених материјала на основу ове Отпремнице
DocType: Asset Maintenance Log,Has Certificate,Има сертификат
DocType: Project,Customer Details,Кориснички Детаљи
apps/erpnext/erpnext/regional/report/irs_1099/irs_1099.js,Print IRS 1099 Forms,Испиши обрасце ИРС 1099
DocType: Asset,Check if Asset requires Preventive Maintenance or Calibration,Проверите да ли имовина захтева превентивно одржавање или калибрацију
apps/erpnext/erpnext/public/js/setup_wizard.js,Company Abbreviation cannot have more than 5 characters,Скраћеница компаније не може имати више од 5 знакова
DocType: Employee,Reports to,Извештаји
,Unpaid Expense Claim,Неплаћени расходи Захтев
DocType: Payment Entry,Paid Amount,Плаћени Износ
apps/erpnext/erpnext/utilities/user_progress.py,Explore Sales Cycle,Истражите кола за продају
DocType: Assessment Plan,Supervisor,надзорник
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.js,Retention Stock Entry,Задржавање залиха залиха
,Available Stock for Packing Items,На располагању лагер за паковање ставке
DocType: Item Variant,Item Variant,Итем Варијанта
DocType: Employee Skill Map,Trainings,Тренинзи
,Work Order Stock Report,Извештај о радном налогу
DocType: Purchase Receipt,Auto Repeat Detail,Ауто Репеат Детаил
DocType: Assessment Result Tool,Assessment Result Tool,Алат Резултат процена
apps/erpnext/erpnext/education/doctype/instructor/instructor.js,As Supervisor,Као супервизор
DocType: Leave Policy Detail,Leave Policy Detail,Оставите детаље о политици
DocType: BOM Scrap Item,BOM Scrap Item,БОМ отпад артикла
apps/erpnext/erpnext/accounts/page/pos/pos.js,Submitted orders can not be deleted,Достављени налози се не могу избрисати
DocType: Leave Control Panel,Department (optional),Одељење (факултативно)
apps/erpnext/erpnext/accounts/doctype/account/account.py,"Account balance already in Debit, you are not allowed to set 'Balance Must Be' as 'Credit'","Стање рачуна већ у задуживање, није вам дозвољено да поставите 'Стање Муст Бе' као 'Кредит'"
apps/erpnext/erpnext/accounts/doctype/pricing_rule/utils.py,"If you {0} {1} worth item <b>{2}</b>, the scheme <b>{3}</b> will be applied on the item.
				","Ако {0} {1} вреди предмет <b>{2}</b> , на ставку ће се применити шема <b>{3}</b> ."
DocType: Customer Feedback,Quality Management,Управљање квалитетом
apps/erpnext/erpnext/assets/doctype/asset/asset.py,Item {0} has been disabled,Итем {0} је онемогућен
DocType: Project,Total Billable Amount (via Timesheets),Укупан износ износа (преко Тимесхеета)
DocType: Agriculture Task,Previous Business Day,Претходни радни дан
DocType: Loan,Repay Fixed Amount per Period,Отплатити фиксан износ по периоду
DocType: Employee,Health Insurance No,Здравствено осигурање бр
DocType: Employee Tax Exemption Proof Submission,Tax Exemption Proofs,Докази о порезном ослобађању
apps/erpnext/erpnext/buying/utils.py,Please enter quantity for Item {0},"Пожалуйста, введите количество для Пункт {0}"
DocType: Quality Procedure,Processes,Процеси
DocType: Shift Type,First Check-in and Last Check-out,Прва пријава и последња одјава
apps/erpnext/erpnext/regional/report/hsn_wise_summary_of_outward_supplies/hsn_wise_summary_of_outward_supplies.py,Total Taxable Amount,Укупан износ опорезивања
DocType: Employee External Work History,Employee External Work History,Запослени Спољни Рад Историја
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.py,Job card {0} created,Картица за посао {0} креирана
DocType: Opening Invoice Creation Tool,Purchase,Куповина
apps/erpnext/erpnext/stock/report/batch_wise_balance_history/batch_wise_balance_history.py,Balance Qty,Стање Кол
DocType: Pricing Rule,Conditions will be applied on all the selected items combined. ,Услови ће се примењивати на све изабране ставке заједно.
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.py,Goals cannot be empty,Циљеви не може бити празна
apps/erpnext/erpnext/education/doctype/program_enrollment_tool/program_enrollment_tool.js,Enrolling students,Уписивање студената
DocType: Item Group,Parent Item Group,Родитељ тачка Група
