Period Name,期間名稱
Plan,計劃
Bank Statement balance as per General Ledger,銀行對賬單餘額按總帳
Customer / Item Name,客戶／品項名稱
"Aggregate group of **Items** into another **Item**. This is useful if you are bundling a certain **Items** into a package and you maintain stock of the packed **Items** and not the aggregate **Item**. 

The package **Item** will have ""Is Stock Item"" as ""No"" and ""Is Sales Item"" as ""Yes"".

For Example: If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.

Note: BOM = Bill of Materials",聚合組** **項目到另一個項目** **的。如果你是捆綁了一定**項目你保持庫存的包裝**項目的**，而不是聚集**項這是一個有用的**到一個包和**。包** **項目將有“是庫存項目”為“否”和“是銷售項目”為“是”。例如：如果你是銷售筆記本電腦和背包分開，並有一個特殊的價格，如果客戶購買兩個，那麼筆記本電腦+背包將是一個新的產品包項目。注：物料BOM =比爾
Serial No is mandatory for Item {0},項目{0}的序列號是強制性的
Attribute,屬性
Please specify from/to range,請從指定/至範圍
Opening {0} Invoice created,打開{0}已創建發票
Under AMC,在AMC,
Item valuation rate is recalculated considering landed cost voucher amount,物品估價率重新計算考慮到岸成本憑證金額
Default settings for selling transactions.,銷售交易的預設設定。
Guardian Of ,守護者
Threshold,閾
Current BOM,當前BOM表
Balance (Dr - Cr),平衡（Dr  -  Cr）
Add Serial No,添加序列號
Available Qty at Source Warehouse,源倉庫可用數量
Warranty,保證
Debit Note Issued,借記發行說明
Filter based on Cost Center is only applicable if Budget Against is selected as Cost Center,基於成本中心的過濾僅適用於選擇Budget Against作為成本中心的情況
"Search by item code, serial number, batch no or barcode",按項目代碼，序列號，批號或條碼進行搜索
Warehouses,倉庫
{0} asset cannot be transferred,{0}資產不得轉讓
Hotel Room Pricing,酒店房間價格
"Can not mark Inpatient Record Discharged, there are Unbilled Invoices {0}",無法標記出院的住院病歷，有未開單的發票{0}
This Item is a Variant of {0} (Template).,此項目是{0}（模板）的變體。
per hour,每小時
Purchasing,購買
Customer LPO,客戶LPO,
"For Batch based Student Group, the Student Batch will be validated for every Student from the Program Enrollment.",對於基於批次的學生組，學生批次將由課程註冊中的每位學生進行驗證。
Warehouse can not be deleted as stock ledger entry exists for this warehouse.,這個倉庫不能被刪除，因為庫存分錄帳尚存在。
Loan,貸款
Report Preference,報告偏好
Volunteer information.,志願者信息。
Project Manager,專案經理
Quoted Item Comparison,項目報價比較
Overlap in scoring between {0} and {1},{0}和{1}之間的得分重疊
Dispatch,調度
Max discount allowed for item: {0} is {1}%,{0}允許的最大折扣：{1}％
Net Asset value as on,淨資產值作為
Produce,生產
Default Taxes and Charges,默認稅費
Receivable,應收帳款
Row #{0}: Not allowed to change Supplier as Purchase Order already exists,行＃{0}：不能更改供應商的採購訂單已經存在
Material Consumption for Manufacture,材料消耗製造
Alternative Item Code,替代項目代碼
Role that is allowed to submit transactions that exceed credit limits set.,此角色是允許提交超過所設定信用額度的交易。
Select Items to Manufacture,選擇項目，以製造
Delivery Stop,交貨停止
"Master data syncing, it might take some time",主數據同步，這可能需要一些時間
Material Issue,發料
Qualification,合格
Item Price,商品價格
Soap & Detergent,肥皂和洗滌劑
Show Items,顯示項目
From Time cannot be greater than To Time.,從時間不能超過結束時間大。
Do you want to notify all the customers by email?,你想通過電子郵件通知所有的客戶？
Billing Interval,計費間隔
Motion Picture & Video,電影和視頻
Ordered,已訂購
Actual start date and actual end date is mandatory,實際開始日期和實際結束日期是強制性的
Row {0}: {1} must be greater than 0,行{0}：{1}必須大於0,
Assessment Criteria Group,評估標準組
Enable Deferred Revenue,啟用延期收入
Opening Accumulated Depreciation must be less than equal to {0},打開累計折舊必須小於等於{0}
Warehouse Name,倉庫名稱
Actual start date must be less than actual end date,實際開始日期必須小於實際結束日期
Please enter Approving Role or Approving User,請輸入核准角色或審批用戶
Write Off Entry,核銷進入
Rate Of Materials Based On,材料成本基於
"If enabled, field Academic Term will be Mandatory in Program Enrollment Tool.",如果啟用，則在學期註冊工具中，字段學術期限將是強制性的。
Support Analtyics,支援分析
Uncheck all,取消所有
Terms and Conditions,條款和條件
Booked Fixed Asset,預訂的固定資產
To Date should be within the Fiscal Year. Assuming To Date = {0},日期應該是在財政年度內。假設終止日期= {0}
"Here you can maintain height, weight, allergies, medical concerns etc",在這裡，你可以保持身高，體重，過敏，醫療問題等
Cannot cancel because submitted Stock Entry {0} exists,不能取消，因為提交庫存輸入{0}存在
Update latest price in all BOMs,更新所有BOM的最新價格
Medical Record,醫療記錄
Vehicle,車輛
In Words,大寫
Enter the name of the bank or lending institution before submittting.,在提交之前輸入銀行或貸款機構的名稱。
Item Groups,項目組
For Production,對於生產
payment_url,payment_url,
Balance In Account Currency,科目貨幣餘額
Please add a Temporary Opening account in Chart of Accounts,請在會計科目表中添加一個臨時開戶科目
Customer Primary Contact,客戶主要聯繫人
View Task,查看任務
Opp/Lead %,Opp / Lead％
Opp/Lead %,Opp / Lead％
Bank Account Info,銀行科目信息
Bank Guarantee Type,銀行擔保類型
Invoice Portion,發票部分
Asset Depreciations and Balances,資產折舊和平衡
Amount {0} {1} transferred from {2} to {3},金額{0} {1}從轉移{2}到{3}
{0} does not have a Healthcare Practitioner Schedule. Add it in Healthcare Practitioner master,{0}沒有醫療從業者時間表。將其添加到Healthcare Practitioner master中
Get Advances Received,取得預先付款
Add/Remove Recipients,添加／刪除收件人
"To set this Fiscal Year as Default, click on 'Set as Default'",要設定這個財政年度為預設值，點擊“設為預設”
Amount of TDS Deducted,扣除TDS的金額
Include Subcontracted Items,包括轉包物料
Shortage Qty,短缺數量
Item variant {0} exists with same attributes,項目變種{0}存在具有相同屬性
Repay from Salary,從工資償還
Requesting payment against {0} {1} for amount {2},請求對付款{0} {1}量{2}
Salary Slip,工資單
Lost Quotation,遺失報價
Student Batches,學生批
Margin Rate or Amount,保證金稅率或稅額
'To Date' is required,“至日期”是必需填寫的
"Generate packing slips for packages to be delivered. Used to notify package number, package contents and its weight.",產生交貨的包裝單。用於通知箱號，內容及重量。
Task weight cannot be negative,任務權重不能為負
Sales Order Item,銷售訂單項目
Convert Item Description to Clean HTML,將項目描述轉換為清理HTML,
Total Interest Amount,利息總額
Warehouses with child nodes cannot be converted to ledger,與子節點倉庫不能轉換為分類賬
Manage cost of operations,管理作業成本
Stale Days,陳舊的日子
"When any of the checked transactions are ""Submitted"", an email pop-up automatically opened to send an email to the associated ""Contact"" in that transaction, with the transaction as an attachment. The user may or may not send the email.",當任何選取的交易都是“已提交”時，郵件會自動自動打開，發送電子郵件到相關的“聯絡人”通知相關交易，並用該交易作為附件。用戶可決定是否發送電子郵件。
Billing Zipcode,計費郵編
Global Settings,全局設置
Assessment Result Detail,評價結果詳細
Employee Education,員工教育
Duplicate item group found in the item group table,在項目組表中找到重複的項目組
It is needed to fetch Item Details.,需要獲取項目細節。
Fertilizer Name,肥料名稱
Account,帳戶
Serial No {0} has already been received,已收到序號{0}
Requested Items To Be Transferred,將要轉倉的需求項目
Action if Accumulated Monthly Budget Exceeded on Actual,累計每月預算超出實際的行動
Presence of a fever (temp &gt; 38.5 °C/101.3 °F or sustained temp &gt; 38 °C/100.4 °F),發燒（溫度&gt; 38.5°C / 101.3°F或持續溫度&gt; 38°C / 100.4°F）
Sales Team Details,銷售團隊詳細
Delete permanently?,永久刪除？
Potential opportunities for selling.,潛在的銷售機會。
Folio no.,Folio no。
Invalid {0},無效的{0}
Email Digest,電子郵件摘要
Billing Address Name,帳單地址名稱
Department Stores,百貨
Item Delivery Date,物品交貨日期
Sales Update Frequency,銷售更新頻率
Material Requested,要求的材料
PIN,銷
Reserved Qty for sub contract,分包合同的保留數量
Patinet Service Unit,Patinet服務單位
Base Change Amount (Company Currency),基地漲跌額（公司幣種）
No accounting entries for the following warehouses,沒有以下的倉庫會計分錄
Save the document first.,首先保存文檔。
Only {0} in stock for item {1},物品{1}的庫存僅為{0}
Chargeable,收費
Change Abbreviation,更改縮寫
Fulfilment Details,履行細節
Activities,活動
No of Months,沒有幾個月
Max Discount (%),最大折讓（％）
Credit Days cannot be a negative number,信用日不能是負數
Service Stop Date,服務停止日期
Last Order Amount,最後訂單金額
e.g Adjustments for:,例如調整：
" {0} Retain Sample is based on batch, please check Has Batch No to retain sample of item","{0} 留樣品是基於批次, 請檢查是否有批次不保留專案的樣品"
Yet to appear,尚未出現
Job Card Item,工作卡項目
Allow Cost Center In Entry of Balance Sheet Account,允許成本中心輸入資產負債表科目
Merge with Existing Account,與現有科目合併
All items have already been transferred for this Work Order.,所有項目已經為此工作單轉移。
Manufacturing User,製造業用戶
Raw Materials Supplied,提供供應商原物料
Payment Plan,付款計劃
Enable purchase of items via the website,通過網站啟用購買項目
Currency of the price list {0} must be {1} or {2},價目表{0}的貨幣必須是{1}或{2}
Subscription Management,訂閱管理
Appraisal Template,評估模板
To Pin Code,要密碼
Ternary Plot,三元劇情
Check this to enable a scheduled Daily synchronization routine via scheduler,選中此選項可通過調度程序啟用計劃的每日同步例程
Item Classification,項目分類
License Number,許可證號
Business Development Manager,業務發展經理
Maintenance Visit Purpose,維護訪問目的
Invoice Patient Registration,發票患者登記
Period,期間
General Ledger,總帳
To Fiscal Year,到財政年度
View Leads,查看訊息
Attribute Value,屬性值
Expected Amount,預期金額
Create Multiple,創建多個
Itemwise Recommended Reorder Level,Itemwise推薦級別重新排序
Employee {0} of grade {1} have no default leave policy,{1}級員工{0}沒有默認離開政策
Please select {0} first,請先選擇{0}
Added {0} users,添加了{0}個用戶
"In the case of multi-tier program, Customers will be auto assigned to the concerned tier as per their spent",在多層程序的情況下，客戶將根據其花費自動分配到相關層
Physician,醫師
Batch {0} of Item {1} has expired.,一批項目的{0} {1}已過期。
"Item Price appears multiple times based on Price List, Supplier/Customer, Currency, Item, UOM, Qty and Dates.",物料價格根據價格表，供應商/客戶，貨幣，物料，UOM，數量和日期多次出現。
{0} ({1}) cannot be greater than planned quantity ({2}) in Work Order {3},{0}（{1}）不能大於計畫數量 {3} 在工作訂單中（{2}）
Name of Applicant,申請人名稱
Time Sheet for manufacturing.,時間表製造。
Subtotal,小計
Cannot change Variant properties after stock transaction. You will have to make a new Item to do this.,庫存交易後不能更改Variant屬性。你將不得不做一個新的項目來做到這一點。
GoCardless SEPA Mandate,GoCardless SEPA授權
Charges,收費
Get Items For Work Order,獲取工作訂單的物品
Warehouse not found in the system,倉庫系統中未找到
Quality Inspection Reading,質量檢驗閱讀
`Freeze Stocks Older Than` should be smaller than %d days.,`凍結庫存早於`應該是少於％d天。
Purchase Tax Template,購置稅模板
Set a sales goal you'd like to achieve for your company.,為您的公司設定您想要實現的銷售目標。
Healthcare Services,醫療服務
Project wise Stock Tracking,項目明智的庫存跟踪
Regional,區域性
Laboratory,實驗室
UOM Category,UOM類別
Actual Qty (at source/target),實際的數量（於 來源/目標）
Ref Code,參考代碼
Customer Group is Required in POS Profile,POS Profile中需要客戶組
Match non-linked Invoices and Payments.,核對非關聯的發票和付款。
POS Settings,POS設置
Place Order,下單
New Purchase Orders,新的採購訂單
Root cannot have a parent cost center,root不能有一個父成本中心
Select Brand...,選擇品牌...
Non Profit (beta),非營利（測試版）
Accumulated Depreciation as on,作為累計折舊
C-Form Applicable,C-表格適用
Operation Time must be greater than 0 for Operation {0},運行時間必須大於0的操作{0}
Post Route String,郵政路線字符串
Warehouse is mandatory,倉庫是強制性的
Failed to create website,無法創建網站
Mg/K,鎂/ K,
UOM Conversion Detail,計量單位換算詳細
Retention Stock Entry already created or Sample Quantity not provided,已創建保留庫存條目或未提供“樣本數量”
Program Abbreviation,計劃縮寫
Production Order cannot be raised against a Item Template,生產訂單不能對一個項目提出的模板
Charges are updated in Purchase Receipt against each item,費用對在採購入庫單內的每個項目更新
Resolved By,議決
Schedule Discharge,附表卸貨
Cheques and Deposits incorrectly cleared,支票及存款不正確清除
Account {0}: You can not assign itself as parent account,科目{0}：你不能指定自己為上層科目
Price List Rate,價格列表費率
Create customer quotes,創建客戶報價
Service Stop Date cannot be after Service End Date,服務停止日期不能在服務結束日期之後
"Show ""In Stock"" or ""Not in Stock"" based on stock available in this warehouse.",基於倉庫內存貨的狀態顯示「有或」或「無貨」。
Bill of Materials (BOM),材料清單（BOM）
Average time taken by the supplier to deliver,採取供應商的平均時間交付
Assessment Result,評價結果
Hours,小時
Expected Start Date,預計開始日期
04-Correction in Invoice,04-發票糾正
Work Order already created for all items with BOM,已經為包含物料清單的所有料品創建工單
Party Details,黨詳細
Variant Details Report,變體詳細信息報告
Setup Progress Action,設置進度動作
Buying Price List,買價格表
Remove item if charges is not applicable to that item,刪除項目，如果收費並不適用於該項目
Cancel Subscription,取消訂閱
Please select Maintenance Status as Completed or remove Completion Date,請選擇維護狀態為已完成或刪除完成日期
Default Payment Terms Template,默認付款條款模板
Transaction currency must be same as Payment Gateway currency,交易貨幣必須與支付網關貨幣
Receive,接受
Quotations: ,語錄：
Partially Fulfilled,部分實現
Fully Completed,全面完成
{0}% Complete,{0}％完成
Educational Qualification,學歷
Operating Costs,運營成本
Currency for {0} must be {1},貨幣{0}必須{1}
Disposal Date,處置日期
"Emails will be sent to all Active Employees of the company at the given hour, if they do not have holiday. Summary of responses will be sent at midnight.",電子郵件將在指定的時間發送給公司的所有在職職工，如果他們沒有假期。回复摘要將在午夜被發送。
Employee Leave Approver,員工請假審批
Row {0}: An Reorder entry already exists for this warehouse {1},行{0}：一個重新排序條目已存在這個倉庫{1}
"Cannot declare as lost, because Quotation has been made.",不能聲明為丟失，因為報價已經取得進展。
CWIP Account,CWIP科目
Tax Withholding rates to be applied on transactions.,稅收預扣稅率適用於交易。
Supplier Scorecard Criteria,供應商記分卡標準
Please select Start Date and End Date for Item {0},請選擇項目{0}的開始日期和結束日期
Course is mandatory in row {0},當然是行強制性{0}
To date cannot be before from date,無效的主名稱
Prevdoc DocType,Prevdoc的DocType,
Section Footer,章節頁腳
Add / Edit Prices,新增 / 編輯價格
Employee Promotion cannot be submitted before Promotion Date ,員工晉升不能在晉升日期前提交
Chart of Cost Centers,成本中心的圖
Number of days after invoice date has elapsed before canceling subscription or marking subscription as unpaid,在取消訂閱或將訂閱標記為未付之前，發票日期之後的天數已過
Sample Collection,樣品收集
Requested Items To Be Ordered,將要採購的需求項目
Price List Name,價格列表名稱
Dispatch Information,發貨信息
Manufacturing,製造
Ordered Items To Be Delivered,未交貨的訂購項目
Income,收入
Industry Type,行業類型
Something went wrong!,出事了！
Transaction Data Mapping,交易數據映射
Sales Invoice {0} has already been submitted,銷售發票{0}已提交
Fiscal Year {0} does not exist,會計年度{0}不存在
Amount (Company Currency),金額（公司貨幣）
Agriculture User,農業用戶
{0} units of {1} needed in {2} on {3} {4} for {5} to complete this transaction.,{0} {1}在需要{2}在{3} {4}：{5}來完成這一交易單位。
Student Category,學生組
Student,學生
Stock quantity to start procedure is not available in the warehouse. Do you want to record a Stock Transfer,倉庫中不提供開始操作的庫存數量。你想記錄庫存轉移嗎？
Shipping Rule Type,運輸規則類型
Go to Rooms,去房間
"Company, Payment Account, From Date and To Date is mandatory",公司，付款帳戶，從日期和日期是強制性的
Budget Detail,預算案詳情
Please enter message before sending,在發送前，請填寫留言
DUPLICATE FOR SUPPLIER,供應商重複
Point-of-Sale Profile,簡介銷售點的
{0} should be a value between 0 and 100,{0}應該是0到100之間的一個值
Unsecured Loans,無抵押貸款
Cost Center Name,成本中心名稱
Scheduled Date,預定日期
Total Paid Amt,數金額金額
Messages greater than 160 characters will be split into multiple messages,大於160個字元的訊息將被分割成多個訊息送出
Received and Accepted,收貨及允收
GST Itemised Sales Register,消費稅商品銷售登記冊
Staffing Plan Details,人員配置計劃詳情
Serial No Service Contract Expiry,序號服務合同到期
You cannot credit and debit same account at the same time,你無法將貸方與借方在同一時間記在同一科目
Adults' pulse rate is anywhere between 50 and 80 beats per minute.,成年人的脈率在每分鐘50到80次之間。
Student Group Creation Tool,學生組創建工具
Variant Based On,基於變異對
Total weightage assigned should be 100%. It is {0},分配的總權重應為100 ％ 。這是{0}
Loyalty Program Tier,忠誠度計劃層
Your Suppliers,您的供應商
Cannot set as Lost as Sales Order is made.,不能設置為失落的銷售訂單而成。
Supplier Part No,供應商部件號
Cannot deduct when category is for 'Valuation' or 'Vaulation and Total',當類是“估值”或“Vaulation和總&#39;不能扣除
Received From,從......收到
Converted,轉換
Has Serial No,有序列號
Date of Issue,發行日期
"As per the Buying Settings if Purchase Reciept Required == 'YES', then for creating Purchase Invoice, user need to create Purchase Receipt first for item {0}",根據購買設置，如果需要購買記錄==“是”，則為了創建採購發票，用戶需要首先為項目{0}創建採購憑證
Row #{0}: Set Supplier for item {1},行＃{0}：設置供應商項目{1}
Default Distance Unit,默認距離單位
Row {0}: Hours value must be greater than zero.,行{0}：小時值必須大於零。
Website Image {0} attached to Item {1} cannot be found,網站圖像{0}附加到物品{1}無法找到
Content Type,內容類型
Assets,資產
Computer,電腦
List this Item in multiple groups on the website.,列出這個項目在網站上多個組。
Current Invoice End Date,當前發票結束日期
Due Date Based On,到期日基於
Please set default customer group and territory in Selling Settings,請在“銷售設置”中設置默認客戶組和領域
Please check Multi Currency option to allow accounts with other currency,請檢查多幣種選項，允許帳戶與其他貨幣
Item: {0} does not exist in the system,項：{0}不存在於系統中
You are not authorized to set Frozen value,您無權設定值凍結
Get Unreconciled Entries,獲取未調節項
No repayments selected for Journal Entry,沒有為日記帳分錄選擇還款
From Invoice Date,從發票日期
Laboratory Settings,實驗室設置
Service Unit,服務單位
Successfully Set Supplier,成功設置供應商
What does it do?,它有什麼作用？
Tasks have been created for managing the {0} disease (on row {1}),為管理{0}疾病創建了任務（在第{1}行）
Byproducts,副產品
To Warehouse,到倉庫
All Student Admissions,所有學生入學
Average Commission Rate,平均佣金比率
No of Shares,股份數目
'Has Serial No' can not be 'Yes' for non-stock item,非庫存項目不能有序號
Select Status,選擇狀態
Attendance can not be marked for future dates,考勤不能標記為未來的日期
Post Description Key,發布說明密鑰
Pricing Rule Help,定價規則說明
Total Amount per Student,學生總數
Sales Stage,銷售階段
Account Head,帳戶頭
HRA Component,HRA組件
Electrical,電子的
Add the rest of your organization as your users. You can also add invite Customers to your portal by adding them from Contacts,添加您的組織的其餘部分用戶。您還可以添加邀請客戶到您的門戶網站通過從聯繫人中添加它們
Total Value Difference (Out - In),總價值差（輸出 - ）
Requested Amount,請求金額
Row {0}: Exchange Rate is mandatory,行{0}：匯率是必須的
User ID not set for Employee {0},用戶ID不為員工設置{0}
Vehicle Value,汽車衡
Detected Diseases,檢測到的疾病
Default Source Warehouse,預設來源倉庫
Customer Code,客戶代碼
Last Completion Date,最後完成日期
Days Since Last Order,天自上次訂購
Debit To account must be a Balance Sheet account,借方帳戶必須是資產負債表科目
Coated,塗
Row {0}: Expected Value After Useful Life must be less than Gross Purchase Amount,行{0}：使用壽命後的預期值必須小於總採購額
GoCardless Settings,GoCardless設置
Certification Validity,認證有效性
Insurance Start date should be less than Insurance End date,保險開始日期應小於保險終止日期
Display Settings,顯示設置
Stock Assets,庫存資產
Active Menu,活動菜單
Target Qty,目標數量
Against Loan: {0},反對貸款：{0}
Checkout Settings,結帳設定
Delivery Note {0} must not be submitted,送貨單{0}不能提交
Sales Invoice Message,銷售發票訊息
Closing Account {0} must be of type Liability / Equity,關閉科目{0}的類型必須是負債/權益
Ordered Qty,訂購數量
Item {0} is disabled,項目{0}無效
Stock Frozen Upto,存貨凍結到...為止
BOM does not contain any stock item,BOM不包含任何庫存項目
Chapter Head,章主管
Month(s) after the end of the invoice month,發票月份結束後的月份
Project activity / task.,專案活動／任務。
Very Coated,非常塗層
Lab result datetime cannot be before testing datetime,實驗結果日期時間不能在測試日期時間之前
Allow user to edit Discount,允許用戶編輯折扣
Get customers from,從中獲取客戶
Include Exploded Items,包含爆炸物品
"Buying must be checked, if Applicable For is selected as {0}",採購必須進行檢查，如果適用於被選擇為{0}
Discount must be less than 100,折扣必須小於100,
Restrict to Countries,限製到國家
Synch Taxes and Charges,同步稅和費用
Write Off Amount (Company Currency),核銷金額（公司貨幣）
Billing Hours,結算時間
Total Sales Amount (via Sales Order),總銷售額（通過銷售訂單）
Default BOM for {0} not found,默認BOM {0}未找到
Row #{0}: Please set reorder quantity,行＃{0}：請設置再訂購數量
Tap items to add them here,點擊項目將其添加到此處
Program Enrollment,招生計劃
To Folio No,對開本No,
Landed Cost Voucher,到岸成本憑證
Please set {0},請設置{0}
{0} - {1} is inactive student,{0}  -  {1}是非活動學生
{0} - {1} is inactive student,{0}  -  {1}是非活動學生
Health Details,健康細節
To create a Payment Request reference document is required,要創建付款請求參考文檔是必需的
To create a Payment Request reference document is required,要創建付款請求參考文檔是必需的
Assessment  Manager,評估經理
Allocate Payment Amount,分配付款金額
Subscription Plan,訂閱計劃
Salary,薪水
Delivery Document Type,交付文件類型
Do not update variants on save,不要在保存時更新變體
Receivables,應收帳款
Lead Source,主導來源
Additional information regarding the customer.,對於客戶的其他訊息。
Reading 5,閱讀5,
"{0} {1} is associated with {2}, but Party Account is {3}","{0} {1} 與 {2} 關聯, 但當事方科目為 {3}"
Bank Header,銀行標題
View Lab Tests,查看實驗室測試
Hub Users,Hub用戶
Y,ÿ
Maintenance Date,維修日期
Rejected Serial No,拒絕序列號
Year start date or end date is overlapping with {0}. To avoid please set company,新年的開始日期或結束日期與{0}重疊。為了避免請將公司
Please mention the Lead Name in Lead {0},請提及潛在客戶名稱{0}
Start date should be less than end date for Item {0},項目{0}的開始日期必須小於結束日期
"Example: ABCD.#####
If series is set and Serial No is not mentioned in transactions, then automatic serial number will be created based on this series. If you always want to explicitly mention Serial Nos for this item. leave this blank.","例如：ABCD ##### 
如果串聯設定並且序列號沒有在交易中提到，然後自動序列號將在此基礎上創建的系列。如果你總是想明確提到序號為這個項目。留空。"
BOM and Manufacturing Quantity are required,BOM和生產量是必需的
Ageing Range 2,老齡範圍2,
Installing presets,安裝預置
No Delivery Note selected for Customer {},沒有為客戶{}選擇送貨單
Select Items based on Delivery Date,根據交付日期選擇項目
Has any past Grant Record,有過去的贈款記錄嗎？
Sales Analytics,銷售分析
Prospects Engaged But Not Converted,展望未成熟
Prospects Engaged But Not Converted,展望未成熟
Manufacturing Settings,製造設定
Setting up Email,設定電子郵件
Guardian1 Mobile No,Guardian1手機號碼
Please enter default currency in Company Master,請在公司主檔輸入預設貨幣
Stock Entry Detail,存貨分錄明細
See all open tickets,查看所有打開的門票
Healthcare Service Unit Tree,醫療服務單位樹
Product,產品
Home Page is Products,首頁是產品頁
Asset Depreciation Ledger,資產減值總帳
For how much spent = 1 Loyalty Point,花費多少= 1忠誠點
Tax Rule Conflicts with {0},稅收規範衝突{0}
New Account Name,新帳號名稱
Raw Materials Supplied Cost,原料供應成本
Settings for Selling Module,設置銷售模塊
Hotel Room Reservation,酒店房間預訂
Customer Service,顧客服務
Thumbnail,縮略圖
No contacts with email IDs found.,找不到與電子郵件ID的聯繫人。
Item Customer Detail,項目客戶詳細
Prompt for Email on Submission of,提示電子郵件的提交
Total allocated leaves are more than days in the period,分配的總葉多天的期限
Linked Soil Analysis,連接的土壤分析
Item {0} must be a stock Item,項{0}必須是一個缺貨登記
Default Work In Progress Warehouse,預設在製品倉庫
"Schedules for {0} overlaps, do you want to proceed after skiping overlaped slots ?",{0}重疊的時間表，是否要在滑動重疊的插槽後繼續？
Default settings for accounting transactions.,會計交易的預設設定。
Grant Leaves,格蘭特葉子
Default Tax Template,默認稅收模板
{0} Students have been enrolled,{0}學生已被註冊
Student Details,學生細節
Stock Qty,庫存數量
Stock Qty,庫存數量
Default Shipping Account,默認運輸科目
Error: Not a valid id?,錯誤：沒有有效的身份證？
Equity,公平
{0} {1}: 'Profit and Loss' type account {2} not allowed in Opening Entry,{0} {1}：“損益”科目類型{2}不允許進入開
Printing Details,印刷詳情
Closing Date,截止日期
Produced Quantity,生產的產品數量
Quantity  that must be bought or sold per UOM,每個UOM必須購買或出售的數量
Engineer,工程師
Max Amount,最大金額
Total Amount Currency,總金額幣種
Search Sub Assemblies,搜索子組件
Item Code required at Row No {0},於列{0}需要產品編號
SGST Account,SGST科目
Go to Items,轉到項目
Partner Type,合作夥伴類型
Actual,實際
Restaurant Manager,餐廳經理
Customerwise Discount,Customerwise折扣
Timesheet for tasks.,時間表的任務。
Against Expense Account,對費用科目
Installation Note {0} has already been submitted,安裝注意{0}已提交
Get Payment Entries,獲取付款項
Against Docname,對Docname,
All Employee (Active),所有員工（活動）
View Now,立即觀看
Woocommerce Server URL,Woocommerce服務器URL,
Re-Order Level,重新排序級別
Shopify Tax/Shipping Title,Shopify稅/運輸標題
Gantt Chart,甘特圖
Cycle Type,循環類型
Applicable Holiday List,適用假期表
Series Updated,系列更新
Report Type is mandatory,報告類型是強制性的
Serial Number Series,序列號系列
Warehouse is mandatory for stock Item {0} in row {1},倉庫是強制性的庫存項目{0}行{1}
Retail & Wholesale,零售及批發
First Responded On,首先作出回應
Cross Listing of Item in multiple groups,在多組項目的交叉上市
Fiscal Year Start Date and Fiscal Year End Date are already set in Fiscal Year {0},會計年度開始日期和財政年度結束日期已經在財政年度設置{0}
Ignore User Time Overlap,忽略用戶時間重疊
Accounting Period,會計期間
Clearance Date updated,間隙更新日期
Batch Identification,批次標識
Successfully Reconciled,不甘心成功
Download PDF,下載PDF,
Planned End Date,計劃的結束日期
Hidden list maintaining the list of contacts linked to Shareholder,隱藏列表維護鏈接到股東的聯繫人列表
Current Exchange Rate,當前匯率
"Sales, Purchase, Accounting Defaults",銷售，採購，會計違約
Donor Type information.,捐助者類型信息。
{0} on Leave on {1},{0}離開{1}
Supplier Detail,供應商詳細
Error in formula or condition: {0},誤差在式或條件：{0}
Invoiced Amount,發票金額
Criteria weights must add up to 100%,標準重量必須達100％
Stock Items,庫存產品
Update Billed Amount in Sales Order,更新銷售訂單中的結算金額
Posting date and posting time is mandatory,登錄日期和登錄時間是必需的
Tax template for buying transactions.,稅務模板購買交易。
Item Prices,產品價格
In Words will be visible once you save the Purchase Order.,採購訂單一被儲存，就會顯示出來。
Add to Holidays,加入假期
Endpoint,端點
Period Closing Voucher,期末券
Review Details,評論細節
The shareholder does not belong to this company,股東不屬於這家公司
Dosage Form,劑型
Price List master.,價格表主檔
Review Date,評論日期
Allow Alternative Item,允許替代項目
Series for Asset Depreciation Entry (Journal Entry),資產折舊條目系列（期刊條目）
Member Since,成員自
Advance Payments,預付款
Please select Healthcare Service,請選擇醫療保健服務
On Net Total,在總淨
Value for Attribute {0} must be within the range of {1} to {2} in the increments of {3} for Item {4},為屬性{0}值必須的範圍內{1}到{2}中的增量{3}為項目{4}
Waitlisted,輪候
Currency can not be changed after making entries using some other currency,貨幣不能使用其他貨幣進行輸入後更改
Round Off Account,四捨五入科目
Administrative Expenses,行政開支
Consulting,諮詢
Based on price list,基於價格表
Parent Customer Group,母客戶群組
Change,更改
Subscription,訂閱
Contact Email,聯絡電郵
Fee Creation Pending,費用創作待定
Asset Category Name,資產類別名稱
This is a root territory and cannot be edited.,集團或Ledger ，借方或貸方，是特等科目
New Sales Person Name,新銷售人員的姓名
Gross Weight UOM,毛重計量單位
Set Details,設置細節
Preventive Maintenance,預防性的維護
Against Sales Invoice,對銷售發票
Please enter serial numbers for serialized item ,請輸入序列號序列號
Reserved Qty for Production,預留數量生產
Leave unchecked if you don't want to consider batch while making course based groups. ,如果您不想在製作基於課程的組時考慮批量，請不要選中。
Leave unchecked if you don't want to consider batch while making course based groups. ,如果您不想在製作基於課程的組時考慮批量，請不要選中。
Frequency of Depreciation (Months),折舊率（月）
Credit Account,信用科目
Landed Cost Item,到岸成本項目
Show zero values,顯示零值
Quantity of item obtained after manufacturing / repacking from given quantities of raw materials,製造/從原材料數量給予重新包裝後獲得的項目數量
Test Group,測試組
Receivable / Payable Account,應收/應付帳款
