DocType: Accounting Period,Period Name,ຊື່ໄລຍະເວລາ
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Cannot deduct when category is for 'Valuation' or 'Valuation and Total',ບໍ່ສາມາດຫັກໃນເວລາທີ່ປະເພດແມ່ນສໍາລັບການ &#39;ປະເມີນມູນຄ່າ&#39; ຫຼື &#39;ການປະເມີນຄ່າແລະທັງຫມົດ&#39;
apps/erpnext/erpnext/hr/doctype/employee/employee.py,Please setup Employee Naming System in Human Resource &gt; HR Settings,ກະລຸນາຕິດຕັ້ງລະບົບການຕັ້ງຊື່ພະນັກງານໃນຊັບພະຍາກອນມະນຸດ&gt; ການຕັ້ງຄ່າ HR
apps/erpnext/erpnext/regional/report/irs_1099/irs_1099.py,Total Payments,ຈ່າຍລວມ
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,Serial Nos Required for Serialized Item {0},Serial Nos ຕ້ອງການສໍາລັບລາຍການຕໍ່ເນື່ອງ {0}
apps/erpnext/erpnext/config/accounting.py,Match Payments with Invoices,ການຊໍາລະເງິນກົງກັບໃບແຈ້ງຫນີ້
DocType: Payment Entry,Get Outstanding Invoice,ໄດ້ຮັບໃບເກັບເງິນທີ່ໂດດເດັ່ນ
DocType: Journal Entry,Bank Entry,ທະນາຄານເຂົ້າ
apps/erpnext/erpnext/stock/doctype/item/item.py,Updating Variants...,ກຳ ລັງປັບປຸງ Variants ...
DocType: Authorization Rule,Applicable To (Designation),ສາມາດນໍາໃຊ້ການ (ການອອກແບບ)
,Profitability Analysis,ການວິເຄາະຜົນກໍາໄລ
DocType: Fees,Student Email,Email ນັກຮຽນ
apps/erpnext/erpnext/accounts/doctype/invoice_discounting/invoice_discounting.js,Disburse Loan,ເງິນກູ້ທີ່ຈ່າຍ
DocType: Supplier,Prevent POs,ປ້ອງກັນການໄປສະນີ
DocType: Patient,"Allergies, Medical and Surgical History","ອາການແພ້, ປະຫວັດການແພດແລະການຜ່າຕັດ"
apps/erpnext/erpnext/templates/generators/item/item_configure.js,Add to Cart,ຕື່ມການກັບໂຄງຮ່າງການ
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.js,Group By,ກຸ່ມໂດຍ
apps/erpnext/erpnext/config/accounting.py,Enable / disable currencies.,ເຮັດໃຫ້ສາມາດ / ປິດການໃຊ້ງານສະກຸນເງິນ.
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.py,Could not submit some Salary Slips,ບໍ່ສາມາດສົ່ງບາງລາຍຈ່າຍເງິນເດືອນ
DocType: Project Template,Project Template,ແມ່ແບບໂຄງການ
DocType: Exchange Rate Revaluation,Get Entries,Get Entries
DocType: Production Plan,Get Material Request,ໄດ້ຮັບການວັດສະດຸຂໍ
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Postal Expenses,ຄ່າໃຊ້ຈ່າຍການໄປສະນີ
apps/erpnext/erpnext/selling/doctype/pos_closing_voucher/closing_voucher_details.html,Sales Summary,Sales Summary
apps/erpnext/erpnext/controllers/trends.py,Total(Amt),ທັງຫມົດ (AMT)
apps/erpnext/erpnext/accounts/doctype/chart_of_accounts_importer/chart_of_accounts_importer.py,Please identify/create Account (Group) for type - {0},ກະລຸນາລະບຸ / ສ້າງບັນຊີ (ກຸ່ມ) ສຳ ລັບປະເພດ - {0}
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Entertainment & Leisure,ຄວາມບັນເທີງແລະສັນທະນາການ
,Item Variant Details,Item Variant Details
DocType: Quality Inspection,Item Serial No,ລາຍການບໍ່ມີ Serial
DocType: Payment Request,Is a Subscription,ເປັນການຈອງ
apps/erpnext/erpnext/utilities/activation.py,Create Employee Records,ສ້າງການບັນທຶກຂອງພະນັກວຽກ
apps/erpnext/erpnext/hr/report/monthly_attendance_sheet/monthly_attendance_sheet.py,Total Present,ປັດຈຸບັນທັງຫມົດ
DocType: Work Order,MFG-WO-.YYYY.-,MFG-WO-.YYYY.-
DocType: Drug Prescription,Hour,ຊົ່ວໂມງ
DocType: Restaurant Order Entry,Last Sales Invoice,ໃບຄໍາສັ່ງຊື້ຂາຍສຸດທ້າຍ
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Please select Qty against item {0},ກະລຸນາເລືອກ Qty ຕໍ່ກັບລາຍການ {0}
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py,Latest Age,ອາຍຸລ້າສຸດ
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Transfer Material to Supplier,ໂອນເອກະສານໃຫ້ຜູ້ສະ ໜອງ
apps/erpnext/erpnext/hr/report/loan_repayment/loan_repayment.py,EMI,EMI
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,New Serial No cannot have Warehouse. Warehouse must be set by Stock Entry or Purchase Receipt,ໃຫມ່ບໍ່ມີ Serial ບໍ່ສາມາດມີ Warehouse. Warehouse ຕ້ອງໄດ້ຮັບການກໍານົດໂດຍ Stock Entry ຫລືຮັບຊື້
DocType: Lead,Lead Type,ປະເພດນໍາ
apps/erpnext/erpnext/utilities/activation.py,Create Quotation,ສ້າງວົງຢືມ
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,You are not authorized to approve leaves on Block Dates,ເຈົ້າຍັງບໍ່ໄດ້ອະນຸຍາດໃຫ້ອະນຸມັດໃບໃນວັນທີ Block
apps/erpnext/erpnext/stock/doctype/material_request/material_request.py,{0} Request for {1},{0} ການຮ້ອງຂໍ ສຳ ລັບ {1}
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py,All these items have already been invoiced,ລາຍການທັງຫມົດເຫຼົ່ານີ້ໄດ້ຖືກອະນຸແລ້ວ
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,No outstanding invoices found for the {0} {1} which qualify the filters you have specified.,ບໍ່ມີໃບແຈ້ງການທີ່ຍັງຄ້າງຄາ ສຳ ລັບ {0} {1} ທີ່ມີຄຸນນະພາບຂອງຕົວກອງທີ່ທ່ານລະບຸ.
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Set New Release Date,ກໍານົດວັນທີປ່ອຍໃຫມ່
DocType: Company,Monthly Sales Target,ລາຍເດືອນເປົ້າຫມາຍການຂາຍ
apps/erpnext/erpnext/accounts/doctype/exchange_rate_revaluation/exchange_rate_revaluation.py,No outstanding invoices found,ບໍ່ພົບໃບເກັບເງິນທີ່ຍັງຄ້າງຄາ
apps/erpnext/erpnext/setup/doctype/authorization_control/authorization_control.py,Can be approved by {0},ສາມາດໄດ້ຮັບການອະນຸມັດໂດຍ {0}
DocType: Hotel Room,Hotel Room Type,Hotel Room Type
DocType: Customer,Account Manager,ຜູ້ຈັດການບັນຊີ
DocType: Issue,Resolution By Variance,ການແກ້ໄຂໂດຍ Variance
DocType: Leave Allocation,Leave Period,ອອກຈາກໄລຍະເວລາ
DocType: Item,Default Material Request Type,ມາດຕະຖານການວັດສະດຸປະເພດຂໍ
DocType: Supplier Scorecard,Evaluation Period,ການປະເມີນຜົນໄລຍະເວລາ
apps/erpnext/erpnext/buying/doctype/supplier_scorecard/supplier_scorecard_list.js,Unknown,ບໍ່ຮູ້ຈັກ
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js,Work Order not created,ຄໍາສັ່ງເຮັດວຽກບໍ່ໄດ້ສ້າງ
apps/erpnext/erpnext/hr/doctype/employee_benefit_application/employee_benefit_application.py,"An amount of {0} already claimed for the component {1},\
						 set the amount equal or greater than {2}","ຈໍານວນເງິນທີ່ {0} ອ້າງແລ້ວສໍາລັບສ່ວນປະກອບ {1}, \ ກໍານົດຈໍານວນເທົ່າທຽມກັນຫລືສູງກວ່າ {2}"
DocType: Shipping Rule,Shipping Rule Conditions,ເງື່ອນໄຂການຂົນສົ່ງ
DocType: Salary Slip Loan,Salary Slip Loan,Salary Slip Loan
DocType: BOM Update Tool,The new BOM after replacement,The BOM ໃຫມ່ຫຼັງຈາກທົດແທນ
,Point of Sale,ຈຸດຂອງການຂາຍ
DocType: Payment Entry,Received Amount,ຈໍານວນເງິນທີ່ໄດ້ຮັບ
DocType: Patient,Widow,Widow
DocType: GST Settings,GSTIN Email Sent On,GSTIN Email ສົ່ງໃນ
DocType: Program Enrollment,Pick/Drop by Guardian,ເອົາ / Drop ໂດຍຜູ້ປົກຄອງ
DocType: Bank Account,SWIFT number,SWIFT number
DocType: Payment Entry,Party Name,ຊື່ພັກ
DocType: POS Closing Voucher,Total Collected Amount,ຈຳ ນວນທັງ ໝົດ ທີ່ເກັບມາ
DocType: Employee Benefit Application,Benefits Applied,ຜົນປະໂຫຍດນໍາໃຊ້
DocType: Crop,Planting UOM,ການປູກ UOM
DocType: Account,Tax,ພາສີ
apps/erpnext/erpnext/education/report/student_batch_wise_attendance/student_batch_wise_attendance.py,Not Marked,ບໍ່ໄດ້ຫມາຍ
DocType: Service Level Priority,Response Time Period,ໄລຍະເວລາຕອບສະ ໜອງ
DocType: Contract,Signed,ເຊັນເຂົ້າ
apps/erpnext/erpnext/accounts/doctype/opening_invoice_creation_tool/opening_invoice_creation_tool_dashboard.html,Opening Invoices Summary,ເປີດບັນຊີເງິນຝາກປະຢັດ
DocType: Member,NPO-MEM-.YYYY.-,NPO-MEM-.YYYY.-
DocType: Education Settings,Education Manager,ຜູ້ຈັດການດ້ານການສຶກສາ
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,Inter-State Supplies,ອຸປະກອນລະຫວ່າງລັດ
DocType: Crop Cycle,The minimum length between each plant in the field for optimum growth,ຄວາມຍາວຂັ້ນຕ່ໍາສຸດລະຫວ່າງແຕ່ລະໂຮງງານໃນພາກສະຫນາມເພື່ອການເຕີບໂຕທີ່ດີທີ່ສຸດ
DocType: Quality Inspection,Report Date,ບົດລາຍງານວັນທີ່
DocType: BOM,Routing,ເສັ້ນທາງ
DocType: Serial No,Asset Details,ລາຍະການຊັບສິນ
DocType: Employee Tax Exemption Declaration Category,Declared Amount,ຈຳ ນວນທີ່ຖືກປະກາດ
DocType: Bank Statement Transaction Payment Item,Invoices,ໃບແຈ້ງການ
DocType: Water Analysis,Type of Sample,ປະເພດຂອງຕົວຢ່າງ
DocType: Batch,Source Document Name,ແຫຼ່ງຂໍ້ມູນຊື່ Document
DocType: Batch,Source Document Name,ແຫຼ່ງຂໍ້ມູນຊື່ Document
DocType: Production Plan,Get Raw Materials For Production,ເອົາວັດຖຸດິບສໍາລັບການຜະລິດ
DocType: Job Opening,Job Title,ຕໍາແຫນ່ງ
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.py,Future Payment Ref,ການ ຊຳ ລະເງິນໃນອະນາຄົດ
DocType: Quotation,Additional Discount and Coupon Code,ຫຼຸດລາຄາແລະລະຫັດຄູປອງເພີ່ມເຕີມ
apps/erpnext/erpnext/buying/doctype/supplier_quotation/supplier_quotation.py,"{0} indicates that {1} will not provide a quotation, but all items \
					have been quoted. Updating the RFQ quote status.","{0} ຊີ້ໃຫ້ເຫັນວ່າ {1} ຈະບໍ່ໃຫ້ຢືມ, ແຕ່ລາຍການທັງຫມົດ \ ໄດ້ຖືກບາຍດີທຸກ. ການປັບປຸງສະຖານະພາບ RFQ quote ໄດ້."
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Maximum Samples - {0} have already been retained for Batch {1} and Item {2} in Batch {3}.,ຕົວຢ່າງທີ່ສູງສຸດ - {0} ໄດ້ຖືກເກັບຮັກສາໄວ້ສໍາລັບຊຸດ {1} ແລະລາຍການ {2} ໃນຈໍານວນ {3}.
DocType: Manufacturing Settings,Update BOM Cost Automatically,Update BOM ຄ່າອັດຕະໂນມັດ
DocType: Lab Test,Test Name,ຊື່ທົດສອບ
DocType: Healthcare Settings,Clinical Procedure Consumable Item,ຂັ້ນຕອນການບໍລິການທາງການແພດ
apps/erpnext/erpnext/utilities/activation.py,Create Users,ສ້າງຜູ້ໃຊ້
apps/erpnext/erpnext/utilities/user_progress.py,Gram,ກໍາ
DocType: Employee Tax Exemption Category,Max Exemption Amount,ຈຳ ນວນເງິນຍົກເວັ້ນສູງສຸດ
apps/erpnext/erpnext/selling/doctype/customer/customer_dashboard.py,Subscriptions,Subscriptions
DocType: Quality Review Table,Objective,ຈຸດປະສົງ
DocType: Supplier Scorecard,Per Month,ຕໍ່ເດືອນ
DocType: Education Settings,Make Academic Term Mandatory,ໃຫ້ກໍານົດເງື່ອນໄຂທາງວິຊາການ
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.py,Quantity to Manufacture must be greater than 0.,ປະລິມານການຜະລິດຕ້ອງໄດ້ຫຼາຍກ່ວາ 0.
apps/erpnext/erpnext/config/crm.py,Visit report for maintenance call.,ໄປຢ້ຽມຢາມບົດລາຍງານສໍາລັບການໂທບໍາລຸງຮັກສາ.
DocType: Stock Entry,Update Rate and Availability,ການປັບປຸງອັດຕາແລະຈໍາຫນ່າຍ
DocType: Stock Settings,Percentage you are allowed to receive or deliver more against the quantity ordered. For example: If you have ordered 100 units. and your Allowance is 10% then you are allowed to receive 110 units.,ອັດຕາສ່ວນທີ່ທ່ານກໍາລັງອະນຸຍາດໃຫ້ໄດ້ຮັບຫຼືໃຫ້ຫຼາຍຕໍ່ກັບປະລິມານຂອງຄໍາສັ່ງ. ສໍາລັບການຍົກຕົວຢ່າງ: ຖ້າຫາກວ່າທ່ານມີຄໍາສັ່ງ 100 ຫົວຫນ່ວຍ. ແລະອະນຸຍາດຂອງທ່ານແມ່ນ 10% ຫຼັງຈາກນັ້ນທ່ານກໍາລັງອະນຸຍາດໃຫ້ໄດ້ຮັບ 110 ຫົວຫນ່ວຍ.
DocType: Shopping Cart Settings,Show Contact Us Button,ສະແດງປຸ່ມຕິດຕໍ່ພວກເຮົາ
DocType: Loyalty Program,Customer Group,ກຸ່ມລູກຄ້າ
apps/erpnext/erpnext/stock/doctype/batch/batch.js,New Batch ID (Optional),ລະຫັດຊຸດໃຫມ່ (ຖ້າຕ້ອງການ)
apps/erpnext/erpnext/stock/doctype/batch/batch.js,New Batch ID (Optional),ລະຫັດຊຸດໃຫມ່ (ຖ້າຕ້ອງການ)
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,Expense account is mandatory for item {0},ບັນຊີຄ່າໃຊ້ຈ່າຍເປັນການບັງຄັບສໍາລັບ item {0}
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,Release date must be in the future,ວັນທີປ່ອຍຕ້ອງຢູ່ໃນອະນາຄົດ
DocType: BOM,Website Description,ລາຍລະອຽດເວັບໄຊທ໌
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py,Net Change in Equity,ການປ່ຽນແປງສຸດທິໃນການລົງທຶນ
apps/erpnext/erpnext/healthcare/doctype/healthcare_service_unit_type/healthcare_service_unit_type.py,Not permitted. Please disable the Service Unit Type,ບໍ່ອະນຸຍາດ. ໂປດປິດປະເພດຫນ່ວຍບໍລິການ
apps/erpnext/erpnext/crm/doctype/lead/lead.py,"Email Address must be unique, already exists for {0}","ທີ່ຢູ່ອີເມວຈະຕ້ອງເປັນເອກະລັກ, ລາຄາສໍາລັບ {0}"
DocType: Serial No,AMC Expiry Date,AMC ຫມົດເຂດ
DocType: Asset,Receipt,ຮັບ
,Sales Register,ລົງທະບຽນການຂາຍ
DocType: Daily Work Summary Group,Send Emails At,ສົ່ງອີເມວໃນ
DocType: Quotation Lost Reason,Quotation Lost Reason,ວົງຢືມລືມເຫດຜົນ
apps/erpnext/erpnext/accounts/doctype/sales_invoice/regional/india_list.js,Generate e-Way Bill JSON,ສ້າງບັນຊີ Bill e-Way JSON
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,Transaction reference no {0} dated {1},ກະສານອ້າງອີງການທີ່ບໍ່ມີ {0} ວັນ {1}
apps/erpnext/erpnext/setup/doctype/supplier_group/supplier_group.js,There is nothing to edit.,ມີບໍ່ມີຫຍັງທີ່ຈະແກ້ໄຂແມ່ນ.
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js,Form View,Form View
DocType: HR Settings,Expense Approver Mandatory In Expense Claim,ໃບອະນຸຍາດຄ່າໃຊ້ຈ່າຍໃນການຮ້ອງຂໍຄ່າໃຊ້ຈ່າຍ
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.py,Summary for this month and pending activities,ສະຫຼຸບສັງລວມສໍາລັບເດືອນນີ້ແລະກິດຈະກໍາທີ່ຍັງຄ້າງ
apps/erpnext/erpnext/accounts/doctype/exchange_rate_revaluation/exchange_rate_revaluation.py,Please set Unrealized Exchange Gain/Loss Account in Company {0},ກະລຸນາຕັ້ງບັນຊີການແລກປ່ຽນ / ການສູນເສຍທີ່ບໍ່ມີການກວດສອບໃນບໍລິສັດ {0}
apps/erpnext/erpnext/utilities/user_progress.py,"Add users to your organization, other than yourself.","ເພີ່ມຜູ້ຊົມໃຊ້ທີ່ຈະອົງການຈັດຕັ້ງຂອງທ່ານ, ນອກຈາກຕົວທ່ານເອງ."
DocType: Customer Group,Customer Group Name,ຊື່ກຸ່ມລູກຄ້າ
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Row {0}: Quantity not available for {4} in warehouse {1} at posting time of the entry ({2} {3}),ແຖວ {0}: ຈຳ ນວນບໍ່ສາມາດໃຊ້ໄດ້ ສຳ ລັບ {4} ໃນສາງ {1} ໃນເວລາປະກາດເຂົ້າ ({2} {3})
apps/erpnext/erpnext/public/js/pos/pos.html,No Customers yet!,No ລູກຄ້າທັນ!
DocType: Quality Procedure Process,Link existing Quality Procedure.,ເຊື່ອມໂຍງຂັ້ນຕອນຄຸນນະພາບທີ່ມີຢູ່.
apps/erpnext/erpnext/config/hr.py,Loans,ເງິນກູ້
DocType: Healthcare Service Unit,Healthcare Service Unit,ຫນ່ວຍບໍລິການສຸຂະພາບ
,Customer-wise Item Price,ລາຄາສິນຄ້າຕາມຄວາມຕ້ອງການຂອງລູກຄ້າ
apps/erpnext/erpnext/public/js/financial_statements.js,Cash Flow Statement,ຖະແຫຼງການກະແສເງິນສົດ
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.py,No material request created,ບໍ່ມີການຮ້ອງຂໍອຸປະກອນການສ້າງ
apps/erpnext/erpnext/hr/doctype/loan_application/loan_application.py,Loan Amount cannot exceed Maximum Loan Amount of {0},ຈໍານວນເງິນກູ້ບໍ່ເກີນຈໍານວນເງິນກູ້ສູງສຸດຂອງ {0}
apps/erpnext/erpnext/hr/report/vehicle_expenses/vehicle_expenses.py,License,ໃບອະນຸຍາດ
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Please remove this Invoice {0} from C-Form {1},ກະລຸນາເອົາໃບເກັບເງິນນີ້ {0} ຈາກ C ແບບຟອມ {1}
DocType: Leave Control Panel,Please select Carry Forward if you also want to include previous fiscal year's balance leaves to this fiscal year,ກະລຸນາເລືອກປະຕິບັດຕໍ່ຖ້າຫາກວ່າທ່ານຍັງຕ້ອງການທີ່ຈະປະກອບມີຍອດເຫຼືອເດືອນກ່ອນປີງົບປະມານຂອງໃບປີງົບປະມານນີ້
DocType: GL Entry,Against Voucher Type,ຕໍ່ຕ້ານປະເພດ Voucher
DocType: Healthcare Practitioner,Phone (R),ໂທລະສັບ (R)
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Invalid {0} for Inter Company Transaction.,{0} ບໍ່ຖືກຕ້ອງ ສຳ ລັບການເຮັດທຸລະ ກຳ ລະຫວ່າງບໍລິສັດ.
apps/erpnext/erpnext/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,Time slots added,ຊ່ອງທີ່ໃຊ້ເວລາເພີ່ມ
DocType: Products Settings,Attributes,ຄຸນລັກສະນະ
apps/erpnext/erpnext/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Enable Template,ເປີດຕົວແມ່ແບບ
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,Please enter Write Off Account,ກະລຸນາໃສ່ການຕັດບັນຊີ
apps/erpnext/erpnext/selling/report/inactive_customers/inactive_customers.py,Last Order Date,ຄັ້ງສຸດທ້າຍວັນ Order
DocType: Accounts Settings,Unlink Advance Payment on Cancelation of Order,ຍົກເລີກການຈ່າຍລ່ວງ ໜ້າ ກ່ຽວກັບການຍົກເລີກການສັ່ງຊື້
DocType: Salary Component,Is Payable,ແມ່ນຕ້ອງຈ່າຍ
DocType: Inpatient Record,B Negative,B Negative
DocType: Pricing Rule,Price Discount Scheme,ໂຄງການຫຼຸດລາຄາ
apps/erpnext/erpnext/assets/doctype/asset_maintenance_log/asset_maintenance_log.py,Maintenance Status has to be Cancelled or Completed to Submit,ສະຖານະການບໍາລຸງຮັກສາຕ້ອງຖືກຍົກເລີກຫຼືສິ້ນສຸດລົງເພື່ອສົ່ງ
DocType: Amazon MWS Settings,US,ພວກເຮົາ
DocType: Holiday List,Add Weekly Holidays,ເພີ່ມວັນຢຸດຕໍ່ອາທິດ
apps/erpnext/erpnext/public/js/hub/pages/Item.vue,Report Item,ລາຍງານລາຍການ
DocType: Staffing Plan Detail,Vacancies,ຕໍາແຫນ່ງວຽກຫວ່າງ
DocType: Hotel Room,Hotel Room,Hotel Room
apps/erpnext/erpnext/accounts/doctype/budget/budget.py,Account {0} does not belongs to company {1},ບັນຊີ {0} ບໍ່ໄດ້ເປັນບໍລິສັດ {1}
DocType: Homepage Section,Use this field to render any custom HTML in the section.,ໃຊ້ຊ່ອງຂໍ້ມູນນີ້ເພື່ອສະແດງ HTML ແບບໃດກໍ່ໄດ້ໃນສ່ວນ.
DocType: Leave Type,Rounding,Rounding
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Serial Numbers in row {0} does not match with Delivery Note,ຈໍານວນ serial ໃນແຖວ {0} ບໍ່ກົງກັບກັບການຈັດສົ່ງຫມາຍເຫດ
DocType: Employee Benefit Application,Dispensed Amount (Pro-rated),ຈໍານວນເງິນທີ່ບໍ່ປະຕິເສດ (Pro-rated)
DocType: Student,Guardian Details,ລາຍລະອຽດຜູ້ປົກຄອງ
DocType: C-Form,C-Form,"C, ແບບຟອມການ"
apps/erpnext/erpnext/regional/india/utils.py,Invalid GSTIN! First 2 digits of GSTIN should match with State number {0}.,GSTIN ບໍ່ຖືກຕ້ອງ! 2 ຕົວເລກ ທຳ ອິດຂອງ GSTIN ຄວນກົງກັບເລກລັດ {0}.
DocType: Agriculture Task,Start Day,ວັນເລີ່ມຕົ້ນ
DocType: Vehicle,Chassis No,ແຊດຊີ
DocType: Payment Entry,Initiated,ການລິເລີ່ມ
DocType: Production Plan Item,Planned Start Date,ການວາງແຜນວັນທີ່
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py,Please select a BOM,ກະລຸນາເລືອກ BOM
DocType: Purchase Invoice,Availed ITC Integrated Tax,ໄດ້ຮັບສິນເຊື່ອ ITC Integrated Tax
apps/erpnext/erpnext/hr/doctype/loan/loan.js,Create Repayment Entry,ສ້າງລາຍການຈ່າຍຄືນ
DocType: Purchase Order Item,Blanket Order Rate,Blanket Order Rate
,Customer Ledger Summary,ບົດສະຫຼຸບລູກຄ້າ
apps/erpnext/erpnext/hooks.py,Certification,ການຢັ້ງຢືນ
DocType: Bank Guarantee,Clauses and Conditions,ເງື່ອນໄຂແລະເງື່ອນໄຂ
DocType: Serial No,Creation Document Type,ການສ້າງປະເພດເອກະສານ
DocType: Amazon MWS Settings,ES,ES
apps/erpnext/erpnext/accounts/doctype/invoice_discounting/invoice_discounting.js,Get Invoices,ຂໍໃບຮັບເງິນ
DocType: Leave Allocation,New Leaves Allocated,ໃບໃຫມ່ຈັດສັນ
apps/erpnext/erpnext/controllers/trends.py,Project-wise data is not available for Quotation,ຂໍ້ມູນໂຄງການທີ່ສະຫລາດບໍ່ສາມາດໃຊ້ສໍາລັບການສະເຫນີລາຄາ
apps/erpnext/erpnext/education/doctype/student_admission/templates/student_admission.html,End on,ສຸດສຸດ
DocType: Project,Expected End Date,ຄາດວ່າສິ້ນສຸດວັນທີ່
DocType: Budget Account,Budget Amount,ງົບປະມານຈໍານວນ
DocType: Donor,Donor Name,ຊື່ຜູ້ໃຫ້ທຶນ
DocType: Journal Entry,Inter Company Journal Entry Reference,Inter Company Journal Entry Reference
DocType: Course,Topics,ຫົວຂໍ້
DocType: Tally Migration,Is Day Book Data Processed,ແມ່ນຂໍ້ມູນປື້ມມື້
DocType: Appraisal Template,Appraisal Template Title,ການປະເມີນ Template Title
apps/erpnext/erpnext/utilities/user_progress_utils.py,Commercial,ການຄ້າ
DocType: Patient,Alcohol Current Use,Alcohol Current Use
DocType: Employee Tax Exemption Proof Submission,House Rent Payment Amount,ຄ່າເຊົ່າຄ່າເຊົ່າເຮືອນ
DocType: Student Admission Program,Student Admission Program,Student Admission Program
DocType: Employee Tax Exemption Sub Category,Tax Exemption Category,ຫມວດສິນຄ້າຍົກເວັ້ນພາສີ
DocType: Payment Entry,Account Paid To,ບັນຊີເງິນໃນການ
DocType: Subscription Settings,Grace Period,Grace Period
DocType: Item Alternative,Alternative Item Name,Alternative Item Name
apps/erpnext/erpnext/selling/doctype/product_bundle/product_bundle.py,Parent Item {0} must not be a Stock Item,ສິນຄ້າພໍ່ແມ່ {0} ບໍ່ຕ້ອງເປັນສິນຄ້າພ້ອມສົ່ງ
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note_list.js,Cannot create a Delivery Trip from Draft documents.,ບໍ່ສາມາດສ້າງການເດີນທາງສົ່ງຈາກເອກະສານຮ່າງ.
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Website Listing,ລາຍຊື່ເວັບໄຊທ໌
apps/erpnext/erpnext/config/buying.py,All Products or Services.,ຜະລິດຕະພັນຫຼືການບໍລິການທັງຫມົດ.
DocType: Email Digest,Open Quotations,Open Quotations
apps/erpnext/erpnext/www/all-products/item_row.html,More Details,ລາຍລະອຽດເພີ່ມເຕີມ
DocType: Supplier Quotation,Supplier Address,ທີ່ຢູ່ຜູ້ຜະລິດ
apps/erpnext/erpnext/accounts/doctype/budget/budget.py,{0} Budget for Account {1} against {2} {3} is {4}. It will exceed by {5},{0} ງົບປະມານສໍາລັບບັນຊີ {1} ກັບ {2} {3} ເປັນ {4}. ມັນຈະຫຼາຍກວ່າ {5}
apps/erpnext/erpnext/public/js/hub/pages/Item.vue,This feature is under development...,ຄຸນລັກສະນະນີ້ແມ່ນ ກຳ ລັງພັດທະນາ ...
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,Creating bank entries...,ກຳ ລັງສ້າງລາຍການທະນາຄານ ...
apps/erpnext/erpnext/stock/report/batch_wise_balance_history/batch_wise_balance_history.py,Out Qty,ອອກຈໍານວນ
apps/erpnext/erpnext/buying/doctype/supplier/supplier.py,Series is mandatory,Series ເປັນການບັງຄັບ
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Financial Services,ການບໍລິການທາງດ້ານການເງິນ
DocType: Student Sibling,Student ID,ID ນັກສຶກສາ
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.js,For Quantity must be greater than zero,ສໍາລັບຈໍານວນຕ້ອງເກີນກວ່າສູນ
apps/erpnext/erpnext/config/projects.py,Types of activities for Time Logs,ປະເພດຂອງກິດຈະກໍາສໍາລັບການທີ່ໃຊ້ເວລາບັນທຶກ
DocType: Opening Invoice Creation Tool,Sales,Sales
DocType: Stock Entry Detail,Basic Amount,ຈໍານວນພື້ນຖານ
DocType: Training Event,Exam,ການສອບເສັງ
